pop	chromosome	window_pos_1	window_pos_2	avg_pi	no_sites	count_diffs	count_comparisons	count_missing
BBSS	CM043863.1	3500001	3510000	NA	0	NA	NA	NA
BBBB	CM043863.1	3500001	3510000	NA	0	NA	NA	NA
BBBB	CM043863.1	3510001	3520000	NA	0	NA	NA	NA
BBSS	CM043863.1	3510001	3520000	NA	0	NA	NA	NA
SSSS	CM043863.1	3510001	3520000	NA	0	NA	NA	NA
BBBB	CM043863.1	3520001	3530000	NA	0	NA	NA	NA
BBSS	CM043863.1	3520001	3530000	NA	0	NA	NA	NA
SSSS	CM043863.1	3520001	3530000	NA	0	NA	NA	NA
BBBB	CM043863.1	3530001	3540000	NA	0	NA	NA	NA
BBSS	CM043863.1	3530001	3540000	NA	0	NA	NA	NA
SSSS	CM043863.1	3530001	3540000	NA	0	NA	NA	NA
BBBB	CM043863.1	3540001	3550000	NA	0	NA	NA	NA
BBSS	CM043863.1	3540001	3550000	NA	0	NA	NA	NA
SSSS	CM043863.1	3540001	3550000	NA	0	NA	NA	NA
BBSS	CM043863.1	3550001	3560000	NA	0	NA	NA	NA
SSSS	CM043863.1	3550001	3560000	NA	0	NA	NA	NA
BBBB	CM043863.1	3550001	3560000	NA	0	NA	NA	NA
SSSS	CM043863.1	3560001	3570000	NA	0	NA	NA	NA
BBSS	CM043863.1	3560001	3570000	NA	0	NA	NA	NA
BBBB	CM043863.1	3560001	3570000	NA	0	NA	NA	NA
BBBB	CM043863.1	3570001	3580000	NA	0	NA	NA	NA
BBSS	CM043863.1	3570001	3580000	NA	0	NA	NA	NA
SSSS	CM043863.1	3570001	3580000	NA	0	NA	NA	NA
BBBB	CM043863.1	3580001	3590000	NA	0	NA	NA	NA
BBSS	CM043863.1	3580001	3590000	NA	0	NA	NA	NA
SSSS	CM043863.1	3580001	3590000	NA	0	NA	NA	NA
BBBB	CM043863.1	3590001	3600000	NA	0	NA	NA	NA
BBSS	CM043863.1	3590001	3600000	NA	0	NA	NA	NA
SSSS	CM043863.1	3590001	3600000	NA	0	NA	NA	NA
BBBB	CM043863.1	3600001	3610000	NA	0	NA	NA	NA
BBSS	CM043863.1	3600001	3610000	NA	0	NA	NA	NA
SSSS	CM043863.1	3600001	3610000	NA	0	NA	NA	NA
SSSS	CM043863.1	3610001	3620000	NA	0	NA	NA	NA
BBSS	CM043863.1	3610001	3620000	NA	0	NA	NA	NA
BBBB	CM043863.1	3610001	3620000	NA	0	NA	NA	NA
BBBB	CM043863.1	3620001	3630000	NA	0	NA	NA	NA
BBSS	CM043863.1	3620001	3630000	NA	0	NA	NA	NA
SSSS	CM043863.1	3620001	3630000	NA	0	NA	NA	NA
BBBB	CM043863.1	3630001	3640000	NA	0	NA	NA	NA
BBSS	CM043863.1	3630001	3640000	NA	0	NA	NA	NA
SSSS	CM043863.1	3630001	3640000	NA	0	NA	NA	NA
BBBB	CM043863.1	3640001	3650000	NA	0	NA	NA	NA
BBSS	CM043863.1	3640001	3650000	NA	0	NA	NA	NA
SSSS	CM043863.1	3640001	3650000	NA	0	NA	NA	NA
BBBB	CM043863.1	3650001	3660000	NA	0	NA	NA	NA
BBSS	CM043863.1	3650001	3660000	NA	0	NA	NA	NA
SSSS	CM043863.1	3650001	3660000	NA	0	NA	NA	NA
BBSS	CM043863.1	3660001	3670000	NA	0	NA	NA	NA
SSSS	CM043863.1	3660001	3670000	NA	0	NA	NA	NA
BBBB	CM043863.1	3660001	3670000	NA	0	NA	NA	NA
BBBB	CM043863.1	3670001	3680000	NA	0	NA	NA	NA
BBSS	CM043863.1	3670001	3680000	NA	0	NA	NA	NA
SSSS	CM043863.1	3670001	3680000	NA	0	NA	NA	NA
BBBB	CM043863.1	3680001	3690000	NA	0	NA	NA	NA
BBSS	CM043863.1	3680001	3690000	NA	0	NA	NA	NA
SSSS	CM043863.1	3680001	3690000	NA	0	NA	NA	NA
BBBB	CM043863.1	3690001	3700000	NA	0	NA	NA	NA
BBSS	CM043863.1	3690001	3700000	NA	0	NA	NA	NA
SSSS	CM043863.1	3690001	3700000	NA	0	NA	NA	NA
BBBB	CM043863.1	3700001	3710000	NA	0	NA	NA	NA
BBSS	CM043863.1	3700001	3710000	NA	0	NA	NA	NA
SSSS	CM043863.1	3700001	3710000	NA	0	NA	NA	NA
SSSS	CM043863.1	3710001	3720000	NA	0	NA	NA	NA
BBSS	CM043863.1	3710001	3720000	NA	0	NA	NA	NA
BBBB	CM043863.1	3710001	3720000	NA	0	NA	NA	NA
BBBB	CM043863.1	3720001	3730000	NA	0	NA	NA	NA
BBSS	CM043863.1	3720001	3730000	NA	0	NA	NA	NA
SSSS	CM043863.1	3720001	3730000	NA	0	NA	NA	NA
BBBB	CM043863.1	3730001	3740000	NA	0	NA	NA	NA
BBSS	CM043863.1	3730001	3740000	NA	0	NA	NA	NA
SSSS	CM043863.1	3730001	3740000	NA	0	NA	NA	NA
BBBB	CM043863.1	3740001	3750000	NA	0	NA	NA	NA
BBSS	CM043863.1	3740001	3750000	NA	0	NA	NA	NA
SSSS	CM043863.1	3740001	3750000	NA	0	NA	NA	NA
BBBB	CM043863.1	3750001	3760000	NA	0	NA	NA	NA
BBSS	CM043863.1	3750001	3760000	NA	0	NA	NA	NA
SSSS	CM043863.1	3750001	3760000	NA	0	NA	NA	NA
BBSS	CM043863.1	3760001	3770000	NA	0	NA	NA	NA
SSSS	CM043863.1	3760001	3770000	NA	0	NA	NA	NA
BBBB	CM043863.1	3760001	3770000	NA	0	NA	NA	NA
SSSS	CM043863.1	3770001	3780000	NA	0	NA	NA	NA
BBBB	CM043863.1	3770001	3780000	NA	0	NA	NA	NA
BBSS	CM043863.1	3770001	3780000	NA	0	NA	NA	NA
BBBB	CM043863.1	3780001	3790000	NA	0	NA	NA	NA
BBSS	CM043863.1	3780001	3790000	NA	0	NA	NA	NA
SSSS	CM043863.1	3780001	3790000	NA	0	NA	NA	NA
BBBB	CM043863.1	3790001	3800000	NA	0	NA	NA	NA
BBSS	CM043863.1	3790001	3800000	NA	0	NA	NA	NA
SSSS	CM043863.1	3790001	3800000	NA	0	NA	NA	NA
BBBB	CM043863.1	3800001	3810000	NA	0	NA	NA	NA
BBSS	CM043863.1	3800001	3810000	NA	0	NA	NA	NA
SSSS	CM043863.1	3800001	3810000	NA	0	NA	NA	NA
BBBB	CM043863.1	3810001	3820000	NA	0	NA	NA	NA
BBSS	CM043863.1	3810001	3820000	NA	0	NA	NA	NA
SSSS	CM043863.1	3810001	3820000	NA	0	NA	NA	NA
SSSS	CM043863.1	3820001	3830000	NA	0	NA	NA	NA
BBSS	CM043863.1	3820001	3830000	NA	0	NA	NA	NA
BBBB	CM043863.1	3820001	3830000	NA	0	NA	NA	NA
BBBB	CM043863.1	3830001	3840000	NA	0	NA	NA	NA
BBSS	CM043863.1	3830001	3840000	NA	0	NA	NA	NA
SSSS	CM043863.1	3830001	3840000	NA	0	NA	NA	NA
BBBB	CM043863.1	3840001	3850000	NA	0	NA	NA	NA
BBSS	CM043863.1	3840001	3850000	NA	0	NA	NA	NA
SSSS	CM043863.1	3840001	3850000	NA	0	NA	NA	NA
BBBB	CM043863.1	3850001	3860000	NA	0	NA	NA	NA
BBSS	CM043863.1	3850001	3860000	NA	0	NA	NA	NA
SSSS	CM043863.1	3850001	3860000	NA	0	NA	NA	NA
BBBB	CM043863.1	3860001	3870000	NA	0	NA	NA	NA
BBSS	CM043863.1	3860001	3870000	NA	0	NA	NA	NA
SSSS	CM043863.1	3860001	3870000	NA	0	NA	NA	NA
BBSS	CM043863.1	3870001	3880000	NA	0	NA	NA	NA
SSSS	CM043863.1	3870001	3880000	NA	0	NA	NA	NA
BBBB	CM043863.1	3870001	3880000	NA	0	NA	NA	NA
BBBB	CM043863.1	3880001	3890000	NA	0	NA	NA	NA
BBSS	CM043863.1	3880001	3890000	NA	0	NA	NA	NA
SSSS	CM043863.1	3880001	3890000	NA	0	NA	NA	NA
BBBB	CM043863.1	3890001	3900000	NA	0	NA	NA	NA
BBSS	CM043863.1	3890001	3900000	NA	0	NA	NA	NA
SSSS	CM043863.1	3890001	3900000	NA	0	NA	NA	NA
BBBB	CM043863.1	3900001	3910000	NA	0	NA	NA	NA
BBSS	CM043863.1	3900001	3910000	NA	0	NA	NA	NA
SSSS	CM043863.1	3900001	3910000	NA	0	NA	NA	NA
BBBB	CM043863.1	3910001	3920000	NA	0	NA	NA	NA
BBSS	CM043863.1	3910001	3920000	NA	0	NA	NA	NA
SSSS	CM043863.1	3910001	3920000	NA	0	NA	NA	NA
SSSS	CM043863.1	3920001	3930000	NA	0	NA	NA	NA
BBSS	CM043863.1	3920001	3930000	NA	0	NA	NA	NA
BBBB	CM043863.1	3920001	3930000	NA	0	NA	NA	NA
BBBB	CM043863.1	3930001	3940000	NA	0	NA	NA	NA
BBSS	CM043863.1	3930001	3940000	NA	0	NA	NA	NA
SSSS	CM043863.1	3930001	3940000	NA	0	NA	NA	NA
BBBB	CM043863.1	3940001	3950000	NA	0	NA	NA	NA
BBSS	CM043863.1	3940001	3950000	NA	0	NA	NA	NA
SSSS	CM043863.1	3940001	3950000	NA	0	NA	NA	NA
BBBB	CM043863.1	3950001	3960000	NA	0	NA	NA	NA
BBSS	CM043863.1	3950001	3960000	NA	0	NA	NA	NA
SSSS	CM043863.1	3950001	3960000	NA	0	NA	NA	NA
BBBB	CM043863.1	3960001	3970000	NA	0	NA	NA	NA
BBSS	CM043863.1	3960001	3970000	NA	0	NA	NA	NA
SSSS	CM043863.1	3960001	3970000	NA	0	NA	NA	NA
BBSS	CM043863.1	3970001	3980000	NA	0	NA	NA	NA
SSSS	CM043863.1	3970001	3980000	NA	0	NA	NA	NA
BBBB	CM043863.1	3970001	3980000	NA	0	NA	NA	NA
SSSS	CM043863.1	3980001	3990000	NA	0	NA	NA	NA
BBBB	CM043863.1	3980001	3990000	NA	0	NA	NA	NA
BBSS	CM043863.1	3980001	3990000	NA	0	NA	NA	NA
BBBB	CM043863.1	3990001	4000000	NA	0	NA	NA	NA
BBSS	CM043863.1	3990001	4000000	NA	0	NA	NA	NA
SSSS	CM043863.1	3990001	4000000	NA	0	NA	NA	NA
BBSS	CM043863.1	4000001	4010000	NA	0	NA	NA	NA
SSSS	CM043863.1	4000001	4010000	NA	0	NA	NA	NA
BBBB	CM043863.1	4000001	4010000	NA	0	NA	NA	NA
BBBB	CM043863.1	4010001	4020000	NA	0	NA	NA	NA
BBSS	CM043863.1	4010001	4020000	NA	0	NA	NA	NA
SSSS	CM043863.1	4010001	4020000	NA	0	NA	NA	NA
BBBB	CM043863.1	4020001	4030000	NA	0	NA	NA	NA
BBSS	CM043863.1	4020001	4030000	NA	0	NA	NA	NA
SSSS	CM043863.1	4020001	4030000	NA	0	NA	NA	NA
SSSS	CM043863.1	4030001	4040000	NA	0	NA	NA	NA
BBBB	CM043863.1	4030001	4040000	NA	0	NA	NA	NA
BBSS	CM043863.1	4030001	4040000	NA	0	NA	NA	NA
SSSS	CM043863.1	4040001	4050000	NA	0	NA	NA	NA
BBSS	CM043863.1	4040001	4050000	NA	0	NA	NA	NA
BBBB	CM043863.1	4040001	4050000	NA	0	NA	NA	NA
BBBB	CM043863.1	4050001	4060000	NA	0	NA	NA	NA
BBSS	CM043863.1	4050001	4060000	NA	0	NA	NA	NA
SSSS	CM043863.1	4050001	4060000	NA	0	NA	NA	NA
BBBB	CM043863.1	4060001	4070000	NA	0	NA	NA	NA
BBSS	CM043863.1	4060001	4070000	NA	0	NA	NA	NA
SSSS	CM043863.1	4060001	4070000	NA	0	NA	NA	NA
BBSS	CM043863.1	4070001	4080000	NA	0	NA	NA	NA
SSSS	CM043863.1	4070001	4080000	NA	0	NA	NA	NA
BBBB	CM043863.1	4070001	4080000	NA	0	NA	NA	NA
BBBB	CM043863.1	4080001	4090000	NA	0	NA	NA	NA
BBSS	CM043863.1	4080001	4090000	NA	0	NA	NA	NA
SSSS	CM043863.1	4080001	4090000	NA	0	NA	NA	NA
SSSS	CM043863.1	4090001	4100000	NA	0	NA	NA	NA
BBSS	CM043863.1	4090001	4100000	NA	0	NA	NA	NA
BBBB	CM043863.1	4090001	4100000	NA	0	NA	NA	NA
BBBB	CM043863.1	4100001	4110000	NA	0	NA	NA	NA
BBSS	CM043863.1	4100001	4110000	NA	0	NA	NA	NA
SSSS	CM043863.1	4100001	4110000	NA	0	NA	NA	NA
BBBB	CM043863.1	4110001	4120000	NA	0	NA	NA	NA
BBSS	CM043863.1	4110001	4120000	NA	0	NA	NA	NA
SSSS	CM043863.1	4110001	4120000	NA	0	NA	NA	NA
BBBB	CM043863.1	4120001	4130000	NA	0	NA	NA	NA
BBSS	CM043863.1	4120001	4130000	NA	0	NA	NA	NA
SSSS	CM043863.1	4120001	4130000	NA	0	NA	NA	NA
BBBB	CM043863.1	4130001	4140000	NA	0	NA	NA	NA
BBSS	CM043863.1	4130001	4140000	NA	0	NA	NA	NA
SSSS	CM043863.1	4130001	4140000	NA	0	NA	NA	NA
BBSS	CM043863.1	4140001	4150000	NA	0	NA	NA	NA
SSSS	CM043863.1	4140001	4150000	NA	0	NA	NA	NA
BBBB	CM043863.1	4140001	4150000	NA	0	NA	NA	NA
BBBB	CM043863.1	4150001	4160000	NA	0	NA	NA	NA
BBSS	CM043863.1	4150001	4160000	NA	0	NA	NA	NA
SSSS	CM043863.1	4150001	4160000	NA	0	NA	NA	NA
BBBB	CM043863.1	4160001	4170000	NA	0	NA	NA	NA
BBSS	CM043863.1	4160001	4170000	NA	0	NA	NA	NA
SSSS	CM043863.1	4160001	4170000	NA	0	NA	NA	NA
BBBB	CM043863.1	4170001	4180000	NA	0	NA	NA	NA
BBSS	CM043863.1	4170001	4180000	NA	0	NA	NA	NA
SSSS	CM043863.1	4170001	4180000	NA	0	NA	NA	NA
BBSS	CM043863.1	4180001	4190000	NA	0	NA	NA	NA
BBBB	CM043863.1	4180001	4190000	NA	0	NA	NA	NA
SSSS	CM043863.1	4180001	4190000	NA	0	NA	NA	NA
BBSS	CM043863.1	4190001	4200000	NA	0	NA	NA	NA
BBBB	CM043863.1	4190001	4200000	NA	0	NA	NA	NA
SSSS	CM043863.1	4190001	4200000	NA	0	NA	NA	NA
BBBB	CM043863.1	4200001	4210000	0.0	934	0	41282	748
SSSS	CM043863.1	4200001	4210000	0.0	934	0	142374	528
BBSS	CM043863.1	4200001	4210000	0.0	934	0	57029	4615
BBBB	CM043863.1	4210001	4220000	0.0	1012	0	43738	1802
BBSS	CM043863.1	4210001	4220000	0.0007619936241349	1012	49	64305	2487
SSSS	CM043863.1	4210001	4220000	0.0	1012	0	153813	1023
BBBB	CM043863.1	4220001	4230000	0.0033092037228541	115	16	4835	340
BBSS	CM043863.1	4220001	4230000	0.0	115	0	7590	0
SSSS	CM043863.1	4220001	4230000	0.0	115	0	17397	198
BBBB	CM043863.1	4230001	4240000	0.0	212	0	9540	0
BBSS	CM043863.1	4230001	4240000	0.0	212	0	13992	0
SSSS	CM043863.1	4230001	4240000	0.0	212	0	31553	883
SSSS	CM043863.1	4240001	4250000	0.0	145	0	22119	66
BBBB	CM043863.1	4240001	4250000	0.0	145	0	6393	132
BBSS	CM043863.1	4240001	4250000	0.0	145	0	9549	21
BBSS	CM043863.1	4250001	4260000	0.0	130	0	8580	0
BBBB	CM043863.1	4250001	4260000	0.0	130	0	4847	1003
SSSS	CM043863.1	4250001	4260000	0.0	130	0	19857	33
BBBB	CM043863.1	4260001	4270000	NA	0	NA	NA	NA
BBSS	CM043863.1	4260001	4270000	NA	0	NA	NA	NA
SSSS	CM043863.1	4260001	4270000	NA	0	NA	NA	NA
BBBB	CM043863.1	4270001	4280000	NA	0	NA	NA	NA
BBSS	CM043863.1	4270001	4280000	NA	0	NA	NA	NA
SSSS	CM043863.1	4270001	4280000	NA	0	NA	NA	NA
BBBB	CM043863.1	4280001	4290000	0.0	87	0	3511	404
BBSS	CM043863.1	4280001	4290000	0.0037995725480883	87	16	4211	1531
SSSS	CM043863.1	4280001	4290000	0.0	87	0	13311	0
BBSS	CM043863.1	4290001	4300000	NA	0	NA	NA	NA
BBBB	CM043863.1	4290001	4300000	NA	0	NA	NA	NA
SSSS	CM043863.1	4290001	4300000	NA	0	NA	NA	NA
BBBB	CM043863.1	4300001	4310000	NA	0	NA	NA	NA
BBSS	CM043863.1	4300001	4310000	NA	0	NA	NA	NA
SSSS	CM043863.1	4300001	4310000	NA	0	NA	NA	NA
BBBB	CM043863.1	4310001	4320000	NA	0	NA	NA	NA
BBSS	CM043863.1	4310001	4320000	NA	0	NA	NA	NA
SSSS	CM043863.1	4310001	4320000	NA	0	NA	NA	NA
BBBB	CM043863.1	4320001	4330000	NA	0	NA	NA	NA
BBSS	CM043863.1	4320001	4330000	NA	0	NA	NA	NA
SSSS	CM043863.1	4320001	4330000	NA	0	NA	NA	NA
BBBB	CM043863.1	4330001	4340000	NA	0	NA	NA	NA
BBSS	CM043863.1	4330001	4340000	NA	0	NA	NA	NA
SSSS	CM043863.1	4330001	4340000	NA	0	NA	NA	NA
BBSS	CM043863.1	4340001	4350000	NA	0	NA	NA	NA
SSSS	CM043863.1	4340001	4350000	NA	0	NA	NA	NA
BBBB	CM043863.1	4340001	4350000	NA	0	NA	NA	NA
BBBB	CM043863.1	4350001	4360000	NA	0	NA	NA	NA
BBSS	CM043863.1	4350001	4360000	NA	0	NA	NA	NA
SSSS	CM043863.1	4350001	4360000	NA	0	NA	NA	NA
BBBB	CM043863.1	4360001	4370000	NA	0	NA	NA	NA
BBSS	CM043863.1	4360001	4370000	NA	0	NA	NA	NA
SSSS	CM043863.1	4360001	4370000	NA	0	NA	NA	NA
BBBB	CM043863.1	4370001	4380000	NA	0	NA	NA	NA
BBSS	CM043863.1	4370001	4380000	NA	0	NA	NA	NA
SSSS	CM043863.1	4370001	4380000	NA	0	NA	NA	NA
BBBB	CM043863.1	4380001	4390000	NA	0	NA	NA	NA
SSSS	CM043863.1	4380001	4390000	NA	0	NA	NA	NA
BBSS	CM043863.1	4380001	4390000	NA	0	NA	NA	NA
SSSS	CM043863.1	4390001	4400000	NA	0	NA	NA	NA
BBBB	CM043863.1	4390001	4400000	NA	0	NA	NA	NA
BBSS	CM043863.1	4390001	4400000	NA	0	NA	NA	NA
BBBB	CM043863.1	4400001	4410000	NA	0	NA	NA	NA
BBSS	CM043863.1	4400001	4410000	NA	0	NA	NA	NA
SSSS	CM043863.1	4400001	4410000	NA	0	NA	NA	NA
BBBB	CM043863.1	4410001	4420000	NA	0	NA	NA	NA
BBSS	CM043863.1	4410001	4420000	NA	0	NA	NA	NA
SSSS	CM043863.1	4410001	4420000	NA	0	NA	NA	NA
BBBB	CM043863.1	4420001	4430000	NA	0	NA	NA	NA
BBSS	CM043863.1	4420001	4430000	NA	0	NA	NA	NA
SSSS	CM043863.1	4420001	4430000	NA	0	NA	NA	NA
BBBB	CM043863.1	4430001	4440000	NA	0	NA	NA	NA
BBSS	CM043863.1	4430001	4440000	NA	0	NA	NA	NA
SSSS	CM043863.1	4430001	4440000	NA	0	NA	NA	NA
BBBB	CM043863.1	4440001	4450000	NA	0	NA	NA	NA
BBSS	CM043863.1	4440001	4450000	NA	0	NA	NA	NA
SSSS	CM043863.1	4440001	4450000	NA	0	NA	NA	NA
BBBB	CM043863.1	4450001	4460000	NA	0	NA	NA	NA
BBSS	CM043863.1	4450001	4460000	NA	0	NA	NA	NA
SSSS	CM043863.1	4450001	4460000	NA	0	NA	NA	NA
BBBB	CM043863.1	4460001	4470000	NA	0	NA	NA	NA
BBSS	CM043863.1	4460001	4470000	NA	0	NA	NA	NA
SSSS	CM043863.1	4460001	4470000	NA	0	NA	NA	NA
BBBB	CM043863.1	4470001	4480000	NA	0	NA	NA	NA
BBSS	CM043863.1	4470001	4480000	NA	0	NA	NA	NA
SSSS	CM043863.1	4470001	4480000	NA	0	NA	NA	NA
BBBB	CM043863.1	4480001	4490000	NA	0	NA	NA	NA
BBSS	CM043863.1	4480001	4490000	NA	0	NA	NA	NA
SSSS	CM043863.1	4480001	4490000	NA	0	NA	NA	NA
BBBB	CM043863.1	4490001	4500000	NA	0	NA	NA	NA
BBSS	CM043863.1	4490001	4500000	NA	0	NA	NA	NA
SSSS	CM043863.1	4490001	4500000	NA	0	NA	NA	NA
BBBB	CM043863.1	4500001	4510000	NA	0	NA	NA	NA
SSSS	CM043863.1	4500001	4510000	NA	0	NA	NA	NA
BBSS	CM043863.1	4500001	4510000	NA	0	NA	NA	NA
BBBB	CM043863.1	4510001	4520000	0.0	256	0	11469	51
SSSS	CM043863.1	4510001	4520000	0.0	256	0	37749	1419
BBSS	CM043863.1	4510001	4520000	0.0	256	0	15720	1176
BBBB	CM043863.1	4520001	4530000	0.0	644	0	28339	641
BBSS	CM043863.1	4520001	4530000	0.0	644	0	37825	4679
SSSS	CM043863.1	4520001	4530000	0.0	644	0	93912	4620
BBBB	CM043863.1	4530001	4540000	0.0	700	0	31109	391
BBSS	CM043863.1	4530001	4540000	0.0	700	0	42630	3570
SSSS	CM043863.1	4530001	4540000	0.0	700	0	106935	165
BBBB	CM043863.1	4540001	4550000	0.0	226	0	9626	544
BBSS	CM043863.1	4540001	4550000	0.0017867352773013	226	25	13992	924
SSSS	CM043863.1	4540001	4550000	0.0	226	0	33885	693
BBSS	CM043863.1	4550001	4560000	NA	0	NA	NA	NA
BBBB	CM043863.1	4550001	4560000	NA	0	NA	NA	NA
SSSS	CM043863.1	4550001	4560000	NA	0	NA	NA	NA
BBSS	CM043863.1	4560001	4570000	NA	0	NA	NA	NA
SSSS	CM043863.1	4560001	4570000	NA	0	NA	NA	NA
BBBB	CM043863.1	4560001	4570000	NA	0	NA	NA	NA
BBBB	CM043863.1	4570001	4580000	NA	0	NA	NA	NA
BBSS	CM043863.1	4570001	4580000	NA	0	NA	NA	NA
SSSS	CM043863.1	4570001	4580000	NA	0	NA	NA	NA
BBBB	CM043863.1	4580001	4590000	NA	0	NA	NA	NA
BBSS	CM043863.1	4580001	4590000	NA	0	NA	NA	NA
SSSS	CM043863.1	4580001	4590000	NA	0	NA	NA	NA
BBBB	CM043863.1	4590001	4600000	NA	0	NA	NA	NA
SSSS	CM043863.1	4590001	4600000	NA	0	NA	NA	NA
BBSS	CM043863.1	4590001	4600000	NA	0	NA	NA	NA
SSSS	CM043863.1	4600001	4610000	NA	0	NA	NA	NA
BBBB	CM043863.1	4600001	4610000	NA	0	NA	NA	NA
BBSS	CM043863.1	4600001	4610000	NA	0	NA	NA	NA
BBSS	CM043863.1	4610001	4620000	0.0248447204968944	23	16	644	874
BBBB	CM043863.1	4610001	4620000	0.0	23	0	1035	0
SSSS	CM043863.1	4610001	4620000	0.0	23	0	3519	0
BBBB	CM043863.1	4620001	4630000	0.0	424	0	17279	1801
SSSS	CM043863.1	4620001	4630000	0.0	424	0	64707	165
BBSS	CM043863.1	4620001	4630000	0.0	424	0	27543	441
BBBB	CM043863.1	4630001	4640000	0.0	1017	0	44388	1377
BBSS	CM043863.1	4630001	4640000	0.001742578056306	1017	109	62551	4571
SSSS	CM043863.1	4630001	4640000	0.0	1017	0	149925	5676
BBBB	CM043863.1	4640001	4650000	0.0	97	0	4365	0
BBSS	CM043863.1	4640001	4650000	0.0	97	0	6280	122
SSSS	CM043863.1	4640001	4650000	0.0	97	0	14841	0
BBSS	CM043863.1	4650001	4660000	0.0	33	0	2178	0
BBBB	CM043863.1	4650001	4660000	0.0	33	0	1485	0
SSSS	CM043863.1	4650001	4660000	0.0	33	0	3003	2046
BBSS	CM043863.1	4660001	4670000	NA	0	NA	NA	NA
SSSS	CM043863.1	4660001	4670000	NA	0	NA	NA	NA
BBBB	CM043863.1	4660001	4670000	NA	0	NA	NA	NA
BBBB	CM043863.1	4670001	4680000	NA	0	NA	NA	NA
BBSS	CM043863.1	4670001	4680000	NA	0	NA	NA	NA
SSSS	CM043863.1	4670001	4680000	NA	0	NA	NA	NA
BBBB	CM043863.1	4680001	4690000	NA	0	NA	NA	NA
BBSS	CM043863.1	4680001	4690000	NA	0	NA	NA	NA
SSSS	CM043863.1	4680001	4690000	NA	0	NA	NA	NA
BBSS	CM043863.1	4690001	4700000	NA	0	NA	NA	NA
BBBB	CM043863.1	4690001	4700000	NA	0	NA	NA	NA
SSSS	CM043863.1	4690001	4700000	NA	0	NA	NA	NA
BBSS	CM043863.1	4700001	4710000	NA	0	NA	NA	NA
SSSS	CM043863.1	4700001	4710000	NA	0	NA	NA	NA
BBBB	CM043863.1	4700001	4710000	NA	0	NA	NA	NA
BBBB	CM043863.1	4710001	4720000	NA	0	NA	NA	NA
BBSS	CM043863.1	4710001	4720000	NA	0	NA	NA	NA
SSSS	CM043863.1	4710001	4720000	NA	0	NA	NA	NA
BBBB	CM043863.1	4720001	4730000	NA	0	NA	NA	NA
BBSS	CM043863.1	4720001	4730000	NA	0	NA	NA	NA
SSSS	CM043863.1	4720001	4730000	NA	0	NA	NA	NA
BBBB	CM043863.1	4730001	4740000	NA	0	NA	NA	NA
BBSS	CM043863.1	4730001	4740000	NA	0	NA	NA	NA
SSSS	CM043863.1	4730001	4740000	NA	0	NA	NA	NA
SSSS	CM043863.1	4740001	4750000	NA	0	NA	NA	NA
BBBB	CM043863.1	4740001	4750000	NA	0	NA	NA	NA
BBSS	CM043863.1	4740001	4750000	NA	0	NA	NA	NA
SSSS	CM043863.1	4750001	4760000	NA	0	NA	NA	NA
BBSS	CM043863.1	4750001	4760000	NA	0	NA	NA	NA
BBBB	CM043863.1	4750001	4760000	NA	0	NA	NA	NA
BBBB	CM043863.1	4760001	4770000	NA	0	NA	NA	NA
BBSS	CM043863.1	4760001	4770000	NA	0	NA	NA	NA
SSSS	CM043863.1	4760001	4770000	NA	0	NA	NA	NA
BBBB	CM043863.1	4770001	4780000	0.0009377564177704	423	16	17062	1973
BBSS	CM043863.1	4770001	4780000	0.0	423	0	26588	1330
SSSS	CM043863.1	4770001	4780000	0.0	423	0	63531	1188
SSSS	CM043863.1	4780001	4790000	0.0	403	0	60438	1221
BBBB	CM043863.1	4780001	4790000	0.0	403	0	16452	1683
BBSS	CM043863.1	4780001	4790000	0.0	403	0	23591	3007
BBSS	CM043863.1	4790001	4800000	NA	0	NA	NA	NA
SSSS	CM043863.1	4790001	4800000	NA	0	NA	NA	NA
BBBB	CM043863.1	4790001	4800000	NA	0	NA	NA	NA
SSSS	CM043863.1	4800001	4810000	NA	0	NA	NA	NA
BBSS	CM043863.1	4800001	4810000	NA	0	NA	NA	NA
BBBB	CM043863.1	4800001	4810000	NA	0	NA	NA	NA
SSSS	CM043863.1	4810001	4820000	NA	0	NA	NA	NA
BBSS	CM043863.1	4810001	4820000	NA	0	NA	NA	NA
BBBB	CM043863.1	4810001	4820000	NA	0	NA	NA	NA
SSSS	CM043863.1	4820001	4830000	NA	0	NA	NA	NA
BBSS	CM043863.1	4820001	4830000	NA	0	NA	NA	NA
BBBB	CM043863.1	4820001	4830000	NA	0	NA	NA	NA
SSSS	CM043863.1	4830001	4840000	NA	0	NA	NA	NA
BBBB	CM043863.1	4830001	4840000	NA	0	NA	NA	NA
BBSS	CM043863.1	4830001	4840000	NA	0	NA	NA	NA
BBBB	CM043863.1	4840001	4850000	NA	0	NA	NA	NA
BBSS	CM043863.1	4840001	4850000	NA	0	NA	NA	NA
SSSS	CM043863.1	4840001	4850000	NA	0	NA	NA	NA
BBSS	CM043863.1	4850001	4860000	NA	0	NA	NA	NA
BBBB	CM043863.1	4850001	4860000	NA	0	NA	NA	NA
SSSS	CM043863.1	4850001	4860000	NA	0	NA	NA	NA
SSSS	CM043863.1	4860001	4870000	NA	0	NA	NA	NA
BBSS	CM043863.1	4860001	4870000	NA	0	NA	NA	NA
BBBB	CM043863.1	4860001	4870000	NA	0	NA	NA	NA
