pop1	pop2	chromosome	window_pos_1	window_pos_2	avg_dxy	no_sites	count_diffs	count_comparisons	count_missing
BBBB	SSSS	CM043863.1	2990001	3000000	NA	0	NA	NA	NA
BBSS	SSSS	CM043863.1	2990001	3000000	NA	0	NA	NA	NA
BBBB	BBSS	CM043863.1	2990001	3000000	NA	0	NA	NA	NA
BBSS	SSSS	CM043863.1	3000001	3010000	NA	0	NA	NA	NA
BBBB	SSSS	CM043863.1	3000001	3010000	NA	0	NA	NA	NA
BBBB	BBSS	CM043863.1	3000001	3010000	NA	0	NA	NA	NA
BBBB	BBSS	CM043863.1	3010001	3020000	NA	0	NA	NA	NA
BBBB	SSSS	CM043863.1	3010001	3020000	NA	0	NA	NA	NA
BBSS	SSSS	CM043863.1	3010001	3020000	NA	0	NA	NA	NA
BBBB	BBSS	CM043863.1	3020001	3030000	NA	0	NA	NA	NA
BBBB	SSSS	CM043863.1	3020001	3030000	NA	0	NA	NA	NA
BBSS	SSSS	CM043863.1	3020001	3030000	NA	0	NA	NA	NA
BBBB	BBSS	CM043863.1	3030001	3040000	NA	0	NA	NA	NA
BBBB	SSSS	CM043863.1	3030001	3040000	NA	0	NA	NA	NA
BBSS	SSSS	CM043863.1	3030001	3040000	NA	0	NA	NA	NA
BBBB	BBSS	CM043863.1	3040001	3050000	NA	0	NA	NA	NA
BBBB	SSSS	CM043863.1	3040001	3050000	NA	0	NA	NA	NA
BBSS	SSSS	CM043863.1	3040001	3050000	NA	0	NA	NA	NA
BBBB	SSSS	CM043863.1	3050001	3060000	NA	0	NA	NA	NA
BBSS	SSSS	CM043863.1	3050001	3060000	NA	0	NA	NA	NA
BBBB	BBSS	CM043863.1	3050001	3060000	NA	0	NA	NA	NA
BBBB	SSSS	CM043863.1	3060001	3070000	NA	0	NA	NA	NA
BBBB	BBSS	CM043863.1	3060001	3070000	NA	0	NA	NA	NA
BBSS	SSSS	CM043863.1	3060001	3070000	NA	0	NA	NA	NA
BBBB	BBSS	CM043863.1	3070001	3080000	NA	0	NA	NA	NA
BBBB	SSSS	CM043863.1	3070001	3080000	NA	0	NA	NA	NA
BBSS	SSSS	CM043863.1	3070001	3080000	NA	0	NA	NA	NA
BBBB	SSSS	CM043863.1	3080001	3090000	NA	0	NA	NA	NA
BBSS	SSSS	CM043863.1	3080001	3090000	NA	0	NA	NA	NA
BBBB	BBSS	CM043863.1	3080001	3090000	NA	0	NA	NA	NA
BBBB	BBSS	CM043863.1	3090001	3100000	NA	0	NA	NA	NA
BBBB	SSSS	CM043863.1	3090001	3100000	NA	0	NA	NA	NA
BBSS	SSSS	CM043863.1	3090001	3100000	NA	0	NA	NA	NA
BBBB	BBSS	CM043863.1	3100001	3110000	0.001778093883357	330	50	28120	11480
BBBB	SSSS	CM043863.1	3100001	3110000	0.003030303030303	330	180	59400	0
BBSS	SSSS	CM043863.1	3100001	3110000	0.001778093883357	330	90	50616	20664
BBSS	SSSS	CM043863.1	3110001	3120000	0.0	16	0	2880	576
BBBB	BBSS	CM043863.1	3110001	3120000	0.0	16	0	1280	640
BBBB	SSSS	CM043863.1	3110001	3120000	0.0	16	0	2304	576
BBSS	SSSS	CM043863.1	3120001	3130000	0.0	921	0	164880	34056
BBBB	BBSS	CM043863.1	3120001	3130000	0.0	921	0	90132	20388
BBBB	SSSS	CM043863.1	3120001	3130000	0.0	921	0	158100	7680
BBBB	BBSS	CM043863.1	3130001	3140000	0.0	309	0	34020	3060
BBBB	SSSS	CM043863.1	3130001	3140000	0.0	309	0	54360	1260
BBSS	SSSS	CM043863.1	3130001	3140000	0.0	309	0	62496	4248
BBBB	BBSS	CM043863.1	3140001	3150000	0.0	388	0	44016	2544
BBBB	SSSS	CM043863.1	3140001	3150000	0.0	388	0	69588	252
BBSS	SSSS	CM043863.1	3140001	3150000	0.0	388	0	79488	4320
BBBB	BBSS	CM043863.1	3150001	3160000	0.03125	24	60	1920	960
BBBB	SSSS	CM043863.1	3150001	3160000	0.0416666666666666	24	180	4320	0
BBSS	SSSS	CM043863.1	3150001	3160000	0.0104166666666666	24	36	3456	1728
BBBB	BBSS	CM043863.1	3160001	3170000	NA	0	NA	NA	NA
BBBB	SSSS	CM043863.1	3160001	3170000	NA	0	NA	NA	NA
BBSS	SSSS	CM043863.1	3160001	3170000	NA	0	NA	NA	NA
BBBB	SSSS	CM043863.1	3170001	3180000	0.0	135	0	19440	4860
BBSS	SSSS	CM043863.1	3170001	3180000	0.0	135	0	24300	4860
BBBB	BBSS	CM043863.1	3170001	3180000	0.0	135	0	10800	5400
BBBB	BBSS	CM043863.1	3180001	3190000	0.0	850	0	98620	3380
BBBB	SSSS	CM043863.1	3180001	3190000	0.0	850	0	152128	872
BBSS	SSSS	CM043863.1	3180001	3190000	0.0	850	0	176940	6660
BBBB	BBSS	CM043863.1	3190001	3200000	0.0	398	0	43176	4584
BBBB	SSSS	CM043863.1	3190001	3200000	0.0	398	0	67284	4356
BBSS	SSSS	CM043863.1	3190001	3200000	0.0	398	0	82188	3780
BBBB	SSSS	CM043863.1	3200001	3210000	NA	0	NA	NA	NA
BBBB	BBSS	CM043863.1	3200001	3210000	NA	0	NA	NA	NA
BBSS	SSSS	CM043863.1	3200001	3210000	NA	0	NA	NA	NA
BBBB	BBSS	CM043863.1	3210001	3220000	NA	0	NA	NA	NA
BBBB	SSSS	CM043863.1	3210001	3220000	NA	0	NA	NA	NA
BBSS	SSSS	CM043863.1	3210001	3220000	NA	0	NA	NA	NA
BBBB	SSSS	CM043863.1	3220001	3230000	0.0	24	0	2852	1468
BBSS	SSSS	CM043863.1	3220001	3230000	0.0	24	0	4872	312
BBBB	BBSS	CM043863.1	3220001	3230000	0.0	24	0	2040	840
BBSS	SSSS	CM043863.1	3230001	3240000	NA	0	NA	NA	NA
BBBB	SSSS	CM043863.1	3230001	3240000	NA	0	NA	NA	NA
BBBB	BBSS	CM043863.1	3230001	3240000	NA	0	NA	NA	NA
BBBB	BBSS	CM043863.1	3240001	3250000	NA	0	NA	NA	NA
BBBB	SSSS	CM043863.1	3240001	3250000	NA	0	NA	NA	NA
BBSS	SSSS	CM043863.1	3240001	3250000	NA	0	NA	NA	NA
BBBB	BBSS	CM043863.1	3250001	3260000	0.0176470588235294	29	48	2720	760
BBBB	SSSS	CM043863.1	3250001	3260000	0.0331950207468879	29	128	3856	1364
BBSS	SSSS	CM043863.1	3250001	3260000	0.0170212765957446	29	96	5640	624
BBBB	BBSS	CM043863.1	3260001	3270000	0.0025916807049371	910	240	92604	16596
BBBB	SSSS	CM043863.1	3260001	3270000	0.0035700119000396	910	540	151260	12540
BBSS	SSSS	CM043863.1	3260001	3270000	0.0026893664788007	910	460	171044	25516
BBBB	BBSS	CM043863.1	3270001	3280000	0.0005103863624763	697	40	78372	5268
BBBB	SSSS	CM043863.1	3270001	3280000	0.0007723465604833	697	90	116528	8932
BBSS	SSSS	CM043863.1	3270001	3280000	0.0005532914091387	697	82	148204	2348
BBBB	SSSS	CM043863.1	3280001	3290000	0.0022738408770747	1633	594	261232	32708
BBSS	SSSS	CM043863.1	3280001	3290000	0.0009465381244522	1633	324	342300	10428
BBBB	BBSS	CM043863.1	3280001	3290000	0.0010777881911902	1633	184	170720	25240
BBBB	BBSS	CM043863.1	3290001	3300000	0.0	812	0	89040	8400
BBBB	SSSS	CM043863.1	3290001	3300000	0.0	812	0	132384	13776
BBSS	SSSS	CM043863.1	3290001	3300000	0.0	812	0	171648	3744
BBBB	BBSS	CM043863.1	3300001	3310000	0.0	499	0	48904	10976
BBBB	SSSS	CM043863.1	3300001	3310000	0.0	499	0	81272	8548
BBSS	SSSS	CM043863.1	3300001	3310000	0.0	499	0	94312	13472
BBBB	SSSS	CM043863.1	3310001	3320000	NA	0	NA	NA	NA
BBBB	BBSS	CM043863.1	3310001	3320000	NA	0	NA	NA	NA
BBSS	SSSS	CM043863.1	3310001	3320000	NA	0	NA	NA	NA
BBBB	BBSS	CM043863.1	3320001	3330000	NA	0	NA	NA	NA
BBBB	SSSS	CM043863.1	3320001	3330000	NA	0	NA	NA	NA
BBSS	SSSS	CM043863.1	3320001	3330000	NA	0	NA	NA	NA
BBBB	SSSS	CM043863.1	3330001	3340000	NA	0	NA	NA	NA
BBSS	SSSS	CM043863.1	3330001	3340000	NA	0	NA	NA	NA
BBBB	BBSS	CM043863.1	3330001	3340000	NA	0	NA	NA	NA
BBBB	SSSS	CM043863.1	3340001	3350000	NA	0	NA	NA	NA
BBSS	SSSS	CM043863.1	3340001	3350000	NA	0	NA	NA	NA
BBBB	BBSS	CM043863.1	3340001	3350000	NA	0	NA	NA	NA
BBSS	SSSS	CM043863.1	3350001	3360000	NA	0	NA	NA	NA
BBBB	SSSS	CM043863.1	3350001	3360000	NA	0	NA	NA	NA
BBBB	BBSS	CM043863.1	3350001	3360000	NA	0	NA	NA	NA
BBBB	BBSS	CM043863.1	3360001	3370000	NA	0	NA	NA	NA
BBBB	SSSS	CM043863.1	3360001	3370000	NA	0	NA	NA	NA
BBSS	SSSS	CM043863.1	3360001	3370000	NA	0	NA	NA	NA
BBBB	BBSS	CM043863.1	3370001	3380000	NA	0	NA	NA	NA
BBBB	SSSS	CM043863.1	3370001	3380000	NA	0	NA	NA	NA
BBSS	SSSS	CM043863.1	3370001	3380000	NA	0	NA	NA	NA
BBBB	BBSS	CM043863.1	3380001	3390000	NA	0	NA	NA	NA
BBBB	SSSS	CM043863.1	3380001	3390000	NA	0	NA	NA	NA
BBSS	SSSS	CM043863.1	3380001	3390000	NA	0	NA	NA	NA
BBBB	BBSS	CM043863.1	3390001	3400000	NA	0	NA	NA	NA
BBBB	SSSS	CM043863.1	3390001	3400000	NA	0	NA	NA	NA
BBSS	SSSS	CM043863.1	3390001	3400000	NA	0	NA	NA	NA
BBSS	SSSS	CM043863.1	3400001	3410000	NA	0	NA	NA	NA
BBBB	SSSS	CM043863.1	3400001	3410000	NA	0	NA	NA	NA
BBBB	BBSS	CM043863.1	3400001	3410000	NA	0	NA	NA	NA
BBBB	BBSS	CM043863.1	3410001	3420000	NA	0	NA	NA	NA
BBBB	SSSS	CM043863.1	3410001	3420000	NA	0	NA	NA	NA
BBSS	SSSS	CM043863.1	3410001	3420000	NA	0	NA	NA	NA
BBBB	BBSS	CM043863.1	3420001	3430000	NA	0	NA	NA	NA
BBBB	SSSS	CM043863.1	3420001	3430000	NA	0	NA	NA	NA
BBSS	SSSS	CM043863.1	3420001	3430000	NA	0	NA	NA	NA
BBBB	BBSS	CM043863.1	3430001	3440000	NA	0	NA	NA	NA
BBBB	SSSS	CM043863.1	3430001	3440000	NA	0	NA	NA	NA
BBSS	SSSS	CM043863.1	3430001	3440000	NA	0	NA	NA	NA
BBBB	BBSS	CM043863.1	3440001	3450000	NA	0	NA	NA	NA
BBBB	SSSS	CM043863.1	3440001	3450000	NA	0	NA	NA	NA
BBSS	SSSS	CM043863.1	3440001	3450000	NA	0	NA	NA	NA
BBBB	SSSS	CM043863.1	3450001	3460000	NA	0	NA	NA	NA
BBSS	SSSS	CM043863.1	3450001	3460000	NA	0	NA	NA	NA
BBBB	BBSS	CM043863.1	3450001	3460000	NA	0	NA	NA	NA
BBBB	BBSS	CM043863.1	3460001	3470000	NA	0	NA	NA	NA
BBBB	SSSS	CM043863.1	3460001	3470000	NA	0	NA	NA	NA
BBSS	SSSS	CM043863.1	3460001	3470000	NA	0	NA	NA	NA
BBBB	BBSS	CM043863.1	3470001	3480000	NA	0	NA	NA	NA
BBBB	SSSS	CM043863.1	3470001	3480000	NA	0	NA	NA	NA
BBSS	SSSS	CM043863.1	3470001	3480000	NA	0	NA	NA	NA
BBBB	BBSS	CM043863.1	3480001	3490000	NA	0	NA	NA	NA
BBBB	SSSS	CM043863.1	3480001	3490000	NA	0	NA	NA	NA
BBSS	SSSS	CM043863.1	3480001	3490000	NA	0	NA	NA	NA
BBBB	BBSS	CM043863.1	3490001	3500000	NA	0	NA	NA	NA
BBBB	SSSS	CM043863.1	3490001	3500000	NA	0	NA	NA	NA
BBSS	SSSS	CM043863.1	3490001	3500000	NA	0	NA	NA	NA
BBSS	SSSS	CM043863.1	3500001	3510000	NA	0	NA	NA	NA
BBBB	SSSS	CM043863.1	3500001	3510000	NA	0	NA	NA	NA
BBBB	BBSS	CM043863.1	3500001	3510000	NA	0	NA	NA	NA
BBBB	BBSS	CM043863.1	3510001	3520000	NA	0	NA	NA	NA
BBBB	SSSS	CM043863.1	3510001	3520000	NA	0	NA	NA	NA
BBSS	SSSS	CM043863.1	3510001	3520000	NA	0	NA	NA	NA
BBBB	BBSS	CM043863.1	3520001	3530000	NA	0	NA	NA	NA
BBBB	SSSS	CM043863.1	3520001	3530000	NA	0	NA	NA	NA
BBSS	SSSS	CM043863.1	3520001	3530000	NA	0	NA	NA	NA
BBBB	BBSS	CM043863.1	3530001	3540000	NA	0	NA	NA	NA
BBBB	SSSS	CM043863.1	3530001	3540000	NA	0	NA	NA	NA
BBSS	SSSS	CM043863.1	3530001	3540000	NA	0	NA	NA	NA
BBBB	BBSS	CM043863.1	3540001	3550000	NA	0	NA	NA	NA
BBBB	SSSS	CM043863.1	3540001	3550000	NA	0	NA	NA	NA
BBSS	SSSS	CM043863.1	3540001	3550000	NA	0	NA	NA	NA
BBBB	SSSS	CM043863.1	3550001	3560000	NA	0	NA	NA	NA
BBSS	SSSS	CM043863.1	3550001	3560000	NA	0	NA	NA	NA
BBBB	BBSS	CM043863.1	3550001	3560000	NA	0	NA	NA	NA
BBSS	SSSS	CM043863.1	3560001	3570000	NA	0	NA	NA	NA
BBBB	SSSS	CM043863.1	3560001	3570000	NA	0	NA	NA	NA
BBBB	BBSS	CM043863.1	3560001	3570000	NA	0	NA	NA	NA
BBBB	BBSS	CM043863.1	3570001	3580000	NA	0	NA	NA	NA
BBBB	SSSS	CM043863.1	3570001	3580000	NA	0	NA	NA	NA
BBSS	SSSS	CM043863.1	3570001	3580000	NA	0	NA	NA	NA
BBBB	BBSS	CM043863.1	3580001	3590000	NA	0	NA	NA	NA
BBBB	SSSS	CM043863.1	3580001	3590000	NA	0	NA	NA	NA
BBSS	SSSS	CM043863.1	3580001	3590000	NA	0	NA	NA	NA
BBBB	BBSS	CM043863.1	3590001	3600000	NA	0	NA	NA	NA
BBBB	SSSS	CM043863.1	3590001	3600000	NA	0	NA	NA	NA
BBSS	SSSS	CM043863.1	3590001	3600000	NA	0	NA	NA	NA
BBBB	BBSS	CM043863.1	3600001	3610000	NA	0	NA	NA	NA
BBBB	SSSS	CM043863.1	3600001	3610000	NA	0	NA	NA	NA
BBSS	SSSS	CM043863.1	3600001	3610000	NA	0	NA	NA	NA
BBSS	SSSS	CM043863.1	3610001	3620000	NA	0	NA	NA	NA
BBBB	SSSS	CM043863.1	3610001	3620000	NA	0	NA	NA	NA
BBBB	BBSS	CM043863.1	3610001	3620000	NA	0	NA	NA	NA
BBBB	BBSS	CM043863.1	3620001	3630000	NA	0	NA	NA	NA
BBBB	SSSS	CM043863.1	3620001	3630000	NA	0	NA	NA	NA
BBSS	SSSS	CM043863.1	3620001	3630000	NA	0	NA	NA	NA
BBBB	BBSS	CM043863.1	3630001	3640000	NA	0	NA	NA	NA
BBBB	SSSS	CM043863.1	3630001	3640000	NA	0	NA	NA	NA
BBSS	SSSS	CM043863.1	3630001	3640000	NA	0	NA	NA	NA
BBBB	BBSS	CM043863.1	3640001	3650000	NA	0	NA	NA	NA
BBBB	SSSS	CM043863.1	3640001	3650000	NA	0	NA	NA	NA
BBSS	SSSS	CM043863.1	3640001	3650000	NA	0	NA	NA	NA
BBBB	BBSS	CM043863.1	3650001	3660000	NA	0	NA	NA	NA
BBBB	SSSS	CM043863.1	3650001	3660000	NA	0	NA	NA	NA
BBSS	SSSS	CM043863.1	3650001	3660000	NA	0	NA	NA	NA
BBBB	SSSS	CM043863.1	3660001	3670000	NA	0	NA	NA	NA
BBSS	SSSS	CM043863.1	3660001	3670000	NA	0	NA	NA	NA
BBBB	BBSS	CM043863.1	3660001	3670000	NA	0	NA	NA	NA
BBBB	BBSS	CM043863.1	3670001	3680000	NA	0	NA	NA	NA
BBBB	SSSS	CM043863.1	3670001	3680000	NA	0	NA	NA	NA
BBSS	SSSS	CM043863.1	3670001	3680000	NA	0	NA	NA	NA
BBBB	BBSS	CM043863.1	3680001	3690000	NA	0	NA	NA	NA
BBBB	SSSS	CM043863.1	3680001	3690000	NA	0	NA	NA	NA
BBSS	SSSS	CM043863.1	3680001	3690000	NA	0	NA	NA	NA
BBBB	BBSS	CM043863.1	3690001	3700000	NA	0	NA	NA	NA
BBBB	SSSS	CM043863.1	3690001	3700000	NA	0	NA	NA	NA
BBSS	SSSS	CM043863.1	3690001	3700000	NA	0	NA	NA	NA
BBBB	BBSS	CM043863.1	3700001	3710000	NA	0	NA	NA	NA
BBBB	SSSS	CM043863.1	3700001	3710000	NA	0	NA	NA	NA
BBSS	SSSS	CM043863.1	3700001	3710000	NA	0	NA	NA	NA
BBSS	SSSS	CM043863.1	3710001	3720000	NA	0	NA	NA	NA
BBBB	SSSS	CM043863.1	3710001	3720000	NA	0	NA	NA	NA
BBBB	BBSS	CM043863.1	3710001	3720000	NA	0	NA	NA	NA
BBBB	BBSS	CM043863.1	3720001	3730000	NA	0	NA	NA	NA
BBBB	SSSS	CM043863.1	3720001	3730000	NA	0	NA	NA	NA
BBSS	SSSS	CM043863.1	3720001	3730000	NA	0	NA	NA	NA
BBBB	BBSS	CM043863.1	3730001	3740000	NA	0	NA	NA	NA
BBBB	SSSS	CM043863.1	3730001	3740000	NA	0	NA	NA	NA
BBSS	SSSS	CM043863.1	3730001	3740000	NA	0	NA	NA	NA
BBBB	BBSS	CM043863.1	3740001	3750000	NA	0	NA	NA	NA
BBBB	SSSS	CM043863.1	3740001	3750000	NA	0	NA	NA	NA
BBSS	SSSS	CM043863.1	3740001	3750000	NA	0	NA	NA	NA
BBBB	BBSS	CM043863.1	3750001	3760000	NA	0	NA	NA	NA
BBBB	SSSS	CM043863.1	3750001	3760000	NA	0	NA	NA	NA
BBSS	SSSS	CM043863.1	3750001	3760000	NA	0	NA	NA	NA
BBBB	SSSS	CM043863.1	3760001	3770000	NA	0	NA	NA	NA
BBSS	SSSS	CM043863.1	3760001	3770000	NA	0	NA	NA	NA
BBBB	BBSS	CM043863.1	3760001	3770000	NA	0	NA	NA	NA
BBSS	SSSS	CM043863.1	3770001	3780000	NA	0	NA	NA	NA
BBBB	BBSS	CM043863.1	3770001	3780000	NA	0	NA	NA	NA
BBBB	SSSS	CM043863.1	3770001	3780000	NA	0	NA	NA	NA
BBBB	BBSS	CM043863.1	3780001	3790000	NA	0	NA	NA	NA
BBBB	SSSS	CM043863.1	3780001	3790000	NA	0	NA	NA	NA
BBSS	SSSS	CM043863.1	3780001	3790000	NA	0	NA	NA	NA
BBBB	BBSS	CM043863.1	3790001	3800000	NA	0	NA	NA	NA
BBBB	SSSS	CM043863.1	3790001	3800000	NA	0	NA	NA	NA
BBSS	SSSS	CM043863.1	3790001	3800000	NA	0	NA	NA	NA
BBBB	BBSS	CM043863.1	3800001	3810000	NA	0	NA	NA	NA
BBBB	SSSS	CM043863.1	3800001	3810000	NA	0	NA	NA	NA
BBSS	SSSS	CM043863.1	3800001	3810000	NA	0	NA	NA	NA
BBBB	BBSS	CM043863.1	3810001	3820000	NA	0	NA	NA	NA
BBBB	SSSS	CM043863.1	3810001	3820000	NA	0	NA	NA	NA
BBSS	SSSS	CM043863.1	3810001	3820000	NA	0	NA	NA	NA
BBSS	SSSS	CM043863.1	3820001	3830000	NA	0	NA	NA	NA
BBBB	SSSS	CM043863.1	3820001	3830000	NA	0	NA	NA	NA
BBBB	BBSS	CM043863.1	3820001	3830000	NA	0	NA	NA	NA
BBBB	BBSS	CM043863.1	3830001	3840000	NA	0	NA	NA	NA
BBBB	SSSS	CM043863.1	3830001	3840000	NA	0	NA	NA	NA
BBSS	SSSS	CM043863.1	3830001	3840000	NA	0	NA	NA	NA
BBBB	BBSS	CM043863.1	3840001	3850000	NA	0	NA	NA	NA
BBBB	SSSS	CM043863.1	3840001	3850000	NA	0	NA	NA	NA
BBSS	SSSS	CM043863.1	3840001	3850000	NA	0	NA	NA	NA
BBBB	BBSS	CM043863.1	3850001	3860000	NA	0	NA	NA	NA
BBBB	SSSS	CM043863.1	3850001	3860000	NA	0	NA	NA	NA
BBSS	SSSS	CM043863.1	3850001	3860000	NA	0	NA	NA	NA
BBBB	BBSS	CM043863.1	3860001	3870000	NA	0	NA	NA	NA
BBBB	SSSS	CM043863.1	3860001	3870000	NA	0	NA	NA	NA
BBSS	SSSS	CM043863.1	3860001	3870000	NA	0	NA	NA	NA
BBBB	SSSS	CM043863.1	3870001	3880000	NA	0	NA	NA	NA
BBSS	SSSS	CM043863.1	3870001	3880000	NA	0	NA	NA	NA
BBBB	BBSS	CM043863.1	3870001	3880000	NA	0	NA	NA	NA
BBBB	BBSS	CM043863.1	3880001	3890000	NA	0	NA	NA	NA
BBBB	SSSS	CM043863.1	3880001	3890000	NA	0	NA	NA	NA
BBSS	SSSS	CM043863.1	3880001	3890000	NA	0	NA	NA	NA
BBBB	BBSS	CM043863.1	3890001	3900000	NA	0	NA	NA	NA
BBBB	SSSS	CM043863.1	3890001	3900000	NA	0	NA	NA	NA
BBSS	SSSS	CM043863.1	3890001	3900000	NA	0	NA	NA	NA
BBBB	BBSS	CM043863.1	3900001	3910000	NA	0	NA	NA	NA
BBBB	SSSS	CM043863.1	3900001	3910000	NA	0	NA	NA	NA
BBSS	SSSS	CM043863.1	3900001	3910000	NA	0	NA	NA	NA
BBBB	BBSS	CM043863.1	3910001	3920000	NA	0	NA	NA	NA
BBBB	SSSS	CM043863.1	3910001	3920000	NA	0	NA	NA	NA
BBSS	SSSS	CM043863.1	3910001	3920000	NA	0	NA	NA	NA
BBSS	SSSS	CM043863.1	3920001	3930000	NA	0	NA	NA	NA
BBBB	SSSS	CM043863.1	3920001	3930000	NA	0	NA	NA	NA
BBBB	BBSS	CM043863.1	3920001	3930000	NA	0	NA	NA	NA
BBBB	BBSS	CM043863.1	3930001	3940000	NA	0	NA	NA	NA
BBBB	SSSS	CM043863.1	3930001	3940000	NA	0	NA	NA	NA
BBSS	SSSS	CM043863.1	3930001	3940000	NA	0	NA	NA	NA
BBBB	BBSS	CM043863.1	3940001	3950000	NA	0	NA	NA	NA
BBBB	SSSS	CM043863.1	3940001	3950000	NA	0	NA	NA	NA
BBSS	SSSS	CM043863.1	3940001	3950000	NA	0	NA	NA	NA
BBBB	BBSS	CM043863.1	3950001	3960000	NA	0	NA	NA	NA
BBBB	SSSS	CM043863.1	3950001	3960000	NA	0	NA	NA	NA
BBSS	SSSS	CM043863.1	3950001	3960000	NA	0	NA	NA	NA
BBBB	BBSS	CM043863.1	3960001	3970000	NA	0	NA	NA	NA
BBBB	SSSS	CM043863.1	3960001	3970000	NA	0	NA	NA	NA
BBSS	SSSS	CM043863.1	3960001	3970000	NA	0	NA	NA	NA
BBBB	SSSS	CM043863.1	3970001	3980000	NA	0	NA	NA	NA
BBSS	SSSS	CM043863.1	3970001	3980000	NA	0	NA	NA	NA
BBBB	BBSS	CM043863.1	3970001	3980000	NA	0	NA	NA	NA
BBSS	SSSS	CM043863.1	3980001	3990000	NA	0	NA	NA	NA
BBBB	BBSS	CM043863.1	3980001	3990000	NA	0	NA	NA	NA
BBBB	SSSS	CM043863.1	3980001	3990000	NA	0	NA	NA	NA
BBBB	BBSS	CM043863.1	3990001	4000000	NA	0	NA	NA	NA
BBBB	SSSS	CM043863.1	3990001	4000000	NA	0	NA	NA	NA
BBSS	SSSS	CM043863.1	3990001	4000000	NA	0	NA	NA	NA
BBBB	SSSS	CM043863.1	4000001	4010000	NA	0	NA	NA	NA
BBSS	SSSS	CM043863.1	4000001	4010000	NA	0	NA	NA	NA
BBBB	BBSS	CM043863.1	4000001	4010000	NA	0	NA	NA	NA
BBBB	BBSS	CM043863.1	4010001	4020000	NA	0	NA	NA	NA
BBBB	SSSS	CM043863.1	4010001	4020000	NA	0	NA	NA	NA
BBSS	SSSS	CM043863.1	4010001	4020000	NA	0	NA	NA	NA
BBBB	BBSS	CM043863.1	4020001	4030000	NA	0	NA	NA	NA
BBBB	SSSS	CM043863.1	4020001	4030000	NA	0	NA	NA	NA
BBSS	SSSS	CM043863.1	4020001	4030000	NA	0	NA	NA	NA
BBSS	SSSS	CM043863.1	4030001	4040000	NA	0	NA	NA	NA
BBBB	BBSS	CM043863.1	4030001	4040000	NA	0	NA	NA	NA
BBBB	SSSS	CM043863.1	4030001	4040000	NA	0	NA	NA	NA
BBSS	SSSS	CM043863.1	4040001	4050000	NA	0	NA	NA	NA
BBBB	SSSS	CM043863.1	4040001	4050000	NA	0	NA	NA	NA
BBBB	BBSS	CM043863.1	4040001	4050000	NA	0	NA	NA	NA
BBBB	BBSS	CM043863.1	4050001	4060000	NA	0	NA	NA	NA
BBBB	SSSS	CM043863.1	4050001	4060000	NA	0	NA	NA	NA
BBSS	SSSS	CM043863.1	4050001	4060000	NA	0	NA	NA	NA
BBBB	BBSS	CM043863.1	4060001	4070000	NA	0	NA	NA	NA
BBBB	SSSS	CM043863.1	4060001	4070000	NA	0	NA	NA	NA
BBSS	SSSS	CM043863.1	4060001	4070000	NA	0	NA	NA	NA
BBBB	SSSS	CM043863.1	4070001	4080000	NA	0	NA	NA	NA
BBSS	SSSS	CM043863.1	4070001	4080000	NA	0	NA	NA	NA
BBBB	BBSS	CM043863.1	4070001	4080000	NA	0	NA	NA	NA
BBBB	BBSS	CM043863.1	4080001	4090000	NA	0	NA	NA	NA
BBBB	SSSS	CM043863.1	4080001	4090000	NA	0	NA	NA	NA
BBSS	SSSS	CM043863.1	4080001	4090000	NA	0	NA	NA	NA
BBSS	SSSS	CM043863.1	4090001	4100000	NA	0	NA	NA	NA
BBBB	SSSS	CM043863.1	4090001	4100000	NA	0	NA	NA	NA
BBBB	BBSS	CM043863.1	4090001	4100000	NA	0	NA	NA	NA
BBBB	BBSS	CM043863.1	4100001	4110000	NA	0	NA	NA	NA
BBBB	SSSS	CM043863.1	4100001	4110000	NA	0	NA	NA	NA
BBSS	SSSS	CM043863.1	4100001	4110000	NA	0	NA	NA	NA
BBBB	BBSS	CM043863.1	4110001	4120000	NA	0	NA	NA	NA
BBBB	SSSS	CM043863.1	4110001	4120000	NA	0	NA	NA	NA
BBSS	SSSS	CM043863.1	4110001	4120000	NA	0	NA	NA	NA
BBBB	BBSS	CM043863.1	4120001	4130000	NA	0	NA	NA	NA
BBBB	SSSS	CM043863.1	4120001	4130000	NA	0	NA	NA	NA
BBSS	SSSS	CM043863.1	4120001	4130000	NA	0	NA	NA	NA
BBBB	BBSS	CM043863.1	4130001	4140000	NA	0	NA	NA	NA
BBBB	SSSS	CM043863.1	4130001	4140000	NA	0	NA	NA	NA
BBSS	SSSS	CM043863.1	4130001	4140000	NA	0	NA	NA	NA
BBBB	SSSS	CM043863.1	4140001	4150000	NA	0	NA	NA	NA
BBSS	SSSS	CM043863.1	4140001	4150000	NA	0	NA	NA	NA
BBBB	BBSS	CM043863.1	4140001	4150000	NA	0	NA	NA	NA
BBBB	BBSS	CM043863.1	4150001	4160000	NA	0	NA	NA	NA
BBBB	SSSS	CM043863.1	4150001	4160000	NA	0	NA	NA	NA
BBSS	SSSS	CM043863.1	4150001	4160000	NA	0	NA	NA	NA
BBBB	BBSS	CM043863.1	4160001	4170000	NA	0	NA	NA	NA
BBBB	SSSS	CM043863.1	4160001	4170000	NA	0	NA	NA	NA
BBSS	SSSS	CM043863.1	4160001	4170000	NA	0	NA	NA	NA
BBBB	BBSS	CM043863.1	4170001	4180000	NA	0	NA	NA	NA
