pop	chromosome	window_pos_1	window_pos_2	avg_pi	no_sites	count_diffs	count_comparisons	count_missing
PPLL	chr19	13600001	13610000	NA	0	NA	NA	NA
WWLL	chr19	13600001	13610000	NA	0	NA	NA	NA
WWLL	chr19	13610001	13620000	NA	0	NA	NA	NA
CCPP	chr19	13610001	13620000	NA	0	NA	NA	NA
PPLL	chr19	13610001	13620000	NA	0	NA	NA	NA
WWLL	chr19	13620001	13630000	NA	0	NA	NA	NA
PPLL	chr19	13620001	13630000	NA	0	NA	NA	NA
CCPP	chr19	13620001	13630000	NA	0	NA	NA	NA
WWLL	chr19	13630001	13640000	NA	0	NA	NA	NA
PPLL	chr19	13630001	13640000	NA	0	NA	NA	NA
CCPP	chr19	13630001	13640000	NA	0	NA	NA	NA
PPLL	chr19	13640001	13650000	NA	0	NA	NA	NA
CCPP	chr19	13640001	13650000	NA	0	NA	NA	NA
WWLL	chr19	13640001	13650000	NA	0	NA	NA	NA
WWLL	chr19	13650001	13660000	NA	0	NA	NA	NA
CCPP	chr19	13650001	13660000	NA	0	NA	NA	NA
PPLL	chr19	13650001	13660000	NA	0	NA	NA	NA
CCPP	chr19	13660001	13670000	NA	0	NA	NA	NA
PPLL	chr19	13660001	13670000	NA	0	NA	NA	NA
WWLL	chr19	13660001	13670000	NA	0	NA	NA	NA
CCPP	chr19	13670001	13680000	NA	0	NA	NA	NA
WWLL	chr19	13670001	13680000	NA	0	NA	NA	NA
PPLL	chr19	13670001	13680000	NA	0	NA	NA	NA
CCPP	chr19	13680001	13690000	NA	0	NA	NA	NA
WWLL	chr19	13680001	13690000	NA	0	NA	NA	NA
PPLL	chr19	13680001	13690000	NA	0	NA	NA	NA
CCPP	chr19	13690001	13700000	NA	0	NA	NA	NA
PPLL	chr19	13690001	13700000	NA	0	NA	NA	NA
WWLL	chr19	13690001	13700000	NA	0	NA	NA	NA
CCPP	chr19	13700001	13710000	NA	0	NA	NA	NA
PPLL	chr19	13700001	13710000	NA	0	NA	NA	NA
WWLL	chr19	13700001	13710000	NA	0	NA	NA	NA
WWLL	chr19	13710001	13720000	NA	0	NA	NA	NA
CCPP	chr19	13710001	13720000	NA	0	NA	NA	NA
PPLL	chr19	13710001	13720000	NA	0	NA	NA	NA
WWLL	chr19	13720001	13730000	NA	0	NA	NA	NA
CCPP	chr19	13720001	13730000	NA	0	NA	NA	NA
PPLL	chr19	13720001	13730000	NA	0	NA	NA	NA
CCPP	chr19	13730001	13740000	NA	0	NA	NA	NA
PPLL	chr19	13730001	13740000	NA	0	NA	NA	NA
WWLL	chr19	13730001	13740000	NA	0	NA	NA	NA
CCPP	chr19	13740001	13750000	NA	0	NA	NA	NA
PPLL	chr19	13740001	13750000	NA	0	NA	NA	NA
WWLL	chr19	13740001	13750000	NA	0	NA	NA	NA
CCPP	chr19	13750001	13760000	NA	0	NA	NA	NA
PPLL	chr19	13750001	13760000	NA	0	NA	NA	NA
WWLL	chr19	13750001	13760000	NA	0	NA	NA	NA
WWLL	chr19	13760001	13770000	NA	0	NA	NA	NA
PPLL	chr19	13760001	13770000	NA	0	NA	NA	NA
CCPP	chr19	13760001	13770000	NA	0	NA	NA	NA
CCPP	chr19	13770001	13780000	NA	0	NA	NA	NA
PPLL	chr19	13770001	13780000	NA	0	NA	NA	NA
WWLL	chr19	13770001	13780000	NA	0	NA	NA	NA
CCPP	chr19	13780001	13790000	NA	0	NA	NA	NA
PPLL	chr19	13780001	13790000	NA	0	NA	NA	NA
WWLL	chr19	13780001	13790000	NA	0	NA	NA	NA
CCPP	chr19	13790001	13800000	NA	0	NA	NA	NA
PPLL	chr19	13790001	13800000	NA	0	NA	NA	NA
WWLL	chr19	13790001	13800000	NA	0	NA	NA	NA
WWLL	chr19	13800001	13810000	NA	0	NA	NA	NA
PPLL	chr19	13800001	13810000	NA	0	NA	NA	NA
CCPP	chr19	13800001	13810000	NA	0	NA	NA	NA
CCPP	chr19	13810001	13820000	NA	0	NA	NA	NA
PPLL	chr19	13810001	13820000	NA	0	NA	NA	NA
WWLL	chr19	13810001	13820000	NA	0	NA	NA	NA
CCPP	chr19	13820001	13830000	NA	0	NA	NA	NA
PPLL	chr19	13820001	13830000	NA	0	NA	NA	NA
WWLL	chr19	13820001	13830000	NA	0	NA	NA	NA
WWLL	chr19	13830001	13840000	NA	0	NA	NA	NA
PPLL	chr19	13830001	13840000	NA	0	NA	NA	NA
CCPP	chr19	13830001	13840000	NA	0	NA	NA	NA
CCPP	chr19	13840001	13850000	NA	0	NA	NA	NA
PPLL	chr19	13840001	13850000	NA	0	NA	NA	NA
WWLL	chr19	13840001	13850000	NA	0	NA	NA	NA
CCPP	chr19	13850001	13860000	NA	0	NA	NA	NA
PPLL	chr19	13850001	13860000	NA	0	NA	NA	NA
WWLL	chr19	13850001	13860000	NA	0	NA	NA	NA
PPLL	chr19	13860001	13870000	NA	0	NA	NA	NA
WWLL	chr19	13860001	13870000	NA	0	NA	NA	NA
CCPP	chr19	13860001	13870000	NA	0	NA	NA	NA
PPLL	chr19	13870001	13880000	NA	0	NA	NA	NA
WWLL	chr19	13870001	13880000	NA	0	NA	NA	NA
CCPP	chr19	13870001	13880000	NA	0	NA	NA	NA
PPLL	chr19	13880001	13890000	NA	0	NA	NA	NA
WWLL	chr19	13880001	13890000	NA	0	NA	NA	NA
CCPP	chr19	13880001	13890000	NA	0	NA	NA	NA
CCPP	chr19	13890001	13900000	NA	0	NA	NA	NA
PPLL	chr19	13890001	13900000	NA	0	NA	NA	NA
WWLL	chr19	13890001	13900000	NA	0	NA	NA	NA
CCPP	chr19	13900001	13910000	NA	0	NA	NA	NA
PPLL	chr19	13900001	13910000	NA	0	NA	NA	NA
WWLL	chr19	13900001	13910000	NA	0	NA	NA	NA
CCPP	chr19	13910001	13920000	NA	0	NA	NA	NA
PPLL	chr19	13910001	13920000	NA	0	NA	NA	NA
WWLL	chr19	13910001	13920000	NA	0	NA	NA	NA
CCPP	chr19	13920001	13930000	NA	0	NA	NA	NA
PPLL	chr19	13920001	13930000	NA	0	NA	NA	NA
WWLL	chr19	13920001	13930000	NA	0	NA	NA	NA
PPLL	chr19	13930001	13940000	NA	0	NA	NA	NA
WWLL	chr19	13930001	13940000	NA	0	NA	NA	NA
CCPP	chr19	13930001	13940000	NA	0	NA	NA	NA
CCPP	chr19	13940001	13950000	NA	0	NA	NA	NA
PPLL	chr19	13940001	13950000	NA	0	NA	NA	NA
WWLL	chr19	13940001	13950000	NA	0	NA	NA	NA
CCPP	chr19	13950001	13960000	NA	0	NA	NA	NA
PPLL	chr19	13950001	13960000	NA	0	NA	NA	NA
WWLL	chr19	13950001	13960000	NA	0	NA	NA	NA
PPLL	chr19	13960001	13970000	NA	0	NA	NA	NA
CCPP	chr19	13960001	13970000	NA	0	NA	NA	NA
WWLL	chr19	13960001	13970000	NA	0	NA	NA	NA
CCPP	chr19	13970001	13980000	NA	0	NA	NA	NA
PPLL	chr19	13970001	13980000	NA	0	NA	NA	NA
WWLL	chr19	13970001	13980000	NA	0	NA	NA	NA
PPLL	chr19	13980001	13990000	NA	0	NA	NA	NA
WWLL	chr19	13980001	13990000	NA	0	NA	NA	NA
CCPP	chr19	13980001	13990000	NA	0	NA	NA	NA
PPLL	chr19	13990001	14000000	NA	0	NA	NA	NA
WWLL	chr19	13990001	14000000	NA	0	NA	NA	NA
CCPP	chr19	13990001	14000000	NA	0	NA	NA	NA
CCPP	chr19	14000001	14010000	NA	0	NA	NA	NA
PPLL	chr19	14000001	14010000	NA	0	NA	NA	NA
WWLL	chr19	14000001	14010000	NA	0	NA	NA	NA
CCPP	chr19	14010001	14020000	NA	0	NA	NA	NA
PPLL	chr19	14010001	14020000	NA	0	NA	NA	NA
WWLL	chr19	14010001	14020000	NA	0	NA	NA	NA
WWLL	chr19	14020001	14030000	NA	0	NA	NA	NA
PPLL	chr19	14020001	14030000	NA	0	NA	NA	NA
CCPP	chr19	14020001	14030000	NA	0	NA	NA	NA
CCPP	chr19	14030001	14040000	NA	0	NA	NA	NA
PPLL	chr19	14030001	14040000	NA	0	NA	NA	NA
WWLL	chr19	14030001	14040000	NA	0	NA	NA	NA
CCPP	chr19	14040001	14050000	NA	0	NA	NA	NA
PPLL	chr19	14040001	14050000	NA	0	NA	NA	NA
WWLL	chr19	14040001	14050000	NA	0	NA	NA	NA
WWLL	chr19	14050001	14060000	NA	0	NA	NA	NA
PPLL	chr19	14050001	14060000	NA	0	NA	NA	NA
CCPP	chr19	14050001	14060000	NA	0	NA	NA	NA
CCPP	chr19	14060001	14070000	NA	0	NA	NA	NA
PPLL	chr19	14060001	14070000	NA	0	NA	NA	NA
WWLL	chr19	14060001	14070000	NA	0	NA	NA	NA
CCPP	chr19	14070001	14080000	NA	0	NA	NA	NA
PPLL	chr19	14070001	14080000	NA	0	NA	NA	NA
WWLL	chr19	14070001	14080000	NA	0	NA	NA	NA
CCPP	chr19	14080001	14090000	NA	0	NA	NA	NA
PPLL	chr19	14080001	14090000	NA	0	NA	NA	NA
WWLL	chr19	14080001	14090000	NA	0	NA	NA	NA
WWLL	chr19	14090001	14100000	NA	0	NA	NA	NA
CCPP	chr19	14090001	14100000	NA	0	NA	NA	NA
PPLL	chr19	14090001	14100000	NA	0	NA	NA	NA
PPLL	chr19	14100001	14110000	NA	0	NA	NA	NA
WWLL	chr19	14100001	14110000	NA	0	NA	NA	NA
CCPP	chr19	14100001	14110000	NA	0	NA	NA	NA
WWLL	chr19	14110001	14120000	NA	0	NA	NA	NA
PPLL	chr19	14110001	14120000	NA	0	NA	NA	NA
CCPP	chr19	14110001	14120000	NA	0	NA	NA	NA
CCPP	chr19	14120001	14130000	NA	0	NA	NA	NA
PPLL	chr19	14120001	14130000	NA	0	NA	NA	NA
WWLL	chr19	14120001	14130000	NA	0	NA	NA	NA
CCPP	chr19	14130001	14140000	NA	0	NA	NA	NA
PPLL	chr19	14130001	14140000	NA	0	NA	NA	NA
WWLL	chr19	14130001	14140000	NA	0	NA	NA	NA
CCPP	chr19	14140001	14150000	NA	0	NA	NA	NA
PPLL	chr19	14140001	14150000	NA	0	NA	NA	NA
WWLL	chr19	14140001	14150000	NA	0	NA	NA	NA
CCPP	chr19	14150001	14160000	NA	0	NA	NA	NA
PPLL	chr19	14150001	14160000	NA	0	NA	NA	NA
WWLL	chr19	14150001	14160000	NA	0	NA	NA	NA
PPLL	chr19	14160001	14170000	NA	0	NA	NA	NA
WWLL	chr19	14160001	14170000	NA	0	NA	NA	NA
CCPP	chr19	14160001	14170000	NA	0	NA	NA	NA
CCPP	chr19	14170001	14180000	NA	0	NA	NA	NA
PPLL	chr19	14170001	14180000	NA	0	NA	NA	NA
WWLL	chr19	14170001	14180000	NA	0	NA	NA	NA
CCPP	chr19	14180001	14190000	NA	0	NA	NA	NA
PPLL	chr19	14180001	14190000	NA	0	NA	NA	NA
WWLL	chr19	14180001	14190000	NA	0	NA	NA	NA
PPLL	chr19	14190001	14200000	NA	0	NA	NA	NA
CCPP	chr19	14190001	14200000	NA	0	NA	NA	NA
WWLL	chr19	14190001	14200000	NA	0	NA	NA	NA
CCPP	chr19	14200001	14210000	NA	0	NA	NA	NA
PPLL	chr19	14200001	14210000	NA	0	NA	NA	NA
WWLL	chr19	14200001	14210000	NA	0	NA	NA	NA
PPLL	chr19	14210001	14220000	NA	0	NA	NA	NA
WWLL	chr19	14210001	14220000	NA	0	NA	NA	NA
CCPP	chr19	14210001	14220000	NA	0	NA	NA	NA
PPLL	chr19	14220001	14230000	NA	0	NA	NA	NA
WWLL	chr19	14220001	14230000	NA	0	NA	NA	NA
CCPP	chr19	14220001	14230000	NA	0	NA	NA	NA
CCPP	chr19	14230001	14240000	NA	0	NA	NA	NA
PPLL	chr19	14230001	14240000	NA	0	NA	NA	NA
WWLL	chr19	14230001	14240000	NA	0	NA	NA	NA
CCPP	chr19	14240001	14250000	NA	0	NA	NA	NA
PPLL	chr19	14240001	14250000	NA	0	NA	NA	NA
WWLL	chr19	14240001	14250000	NA	0	NA	NA	NA
WWLL	chr19	14250001	14260000	NA	0	NA	NA	NA
PPLL	chr19	14250001	14260000	NA	0	NA	NA	NA
CCPP	chr19	14250001	14260000	NA	0	NA	NA	NA
CCPP	chr19	14260001	14270000	NA	0	NA	NA	NA
PPLL	chr19	14260001	14270000	NA	0	NA	NA	NA
WWLL	chr19	14260001	14270000	NA	0	NA	NA	NA
CCPP	chr19	14270001	14280000	NA	0	NA	NA	NA
PPLL	chr19	14270001	14280000	NA	0	NA	NA	NA
WWLL	chr19	14270001	14280000	NA	0	NA	NA	NA
WWLL	chr19	14280001	14290000	NA	0	NA	NA	NA
PPLL	chr19	14280001	14290000	NA	0	NA	NA	NA
CCPP	chr19	14280001	14290000	NA	0	NA	NA	NA
CCPP	chr19	14290001	14300000	NA	0	NA	NA	NA
PPLL	chr19	14290001	14300000	NA	0	NA	NA	NA
WWLL	chr19	14290001	14300000	NA	0	NA	NA	NA
CCPP	chr19	14300001	14310000	NA	0	NA	NA	NA
PPLL	chr19	14300001	14310000	NA	0	NA	NA	NA
WWLL	chr19	14300001	14310000	NA	0	NA	NA	NA
CCPP	chr19	14310001	14320000	NA	0	NA	NA	NA
PPLL	chr19	14310001	14320000	NA	0	NA	NA	NA
WWLL	chr19	14310001	14320000	NA	0	NA	NA	NA
WWLL	chr19	14320001	14330000	NA	0	NA	NA	NA
CCPP	chr19	14320001	14330000	NA	0	NA	NA	NA
PPLL	chr19	14320001	14330000	NA	0	NA	NA	NA
PPLL	chr19	14330001	14340000	NA	0	NA	NA	NA
WWLL	chr19	14330001	14340000	NA	0	NA	NA	NA
CCPP	chr19	14330001	14340000	NA	0	NA	NA	NA
PPLL	chr19	14340001	14350000	NA	0	NA	NA	NA
WWLL	chr19	14340001	14350000	NA	0	NA	NA	NA
CCPP	chr19	14340001	14350000	NA	0	NA	NA	NA
WWLL	chr19	14350001	14360000	NA	0	NA	NA	NA
PPLL	chr19	14350001	14360000	NA	0	NA	NA	NA
CCPP	chr19	14350001	14360000	NA	0	NA	NA	NA
CCPP	chr19	14360001	14370000	NA	0	NA	NA	NA
PPLL	chr19	14360001	14370000	NA	0	NA	NA	NA
WWLL	chr19	14360001	14370000	NA	0	NA	NA	NA
CCPP	chr19	14370001	14380000	NA	0	NA	NA	NA
PPLL	chr19	14370001	14380000	NA	0	NA	NA	NA
WWLL	chr19	14370001	14380000	NA	0	NA	NA	NA
CCPP	chr19	14380001	14390000	NA	0	NA	NA	NA
PPLL	chr19	14380001	14390000	NA	0	NA	NA	NA
WWLL	chr19	14380001	14390000	NA	0	NA	NA	NA
WWLL	chr19	14390001	14400000	NA	0	NA	NA	NA
PPLL	chr19	14390001	14400000	NA	0	NA	NA	NA
CCPP	chr19	14390001	14400000	NA	0	NA	NA	NA
WWLL	chr19	14400001	14410000	NA	0	NA	NA	NA
PPLL	chr19	14400001	14410000	NA	0	NA	NA	NA
CCPP	chr19	14400001	14410000	NA	0	NA	NA	NA
WWLL	chr19	14410001	14420000	NA	0	NA	NA	NA
PPLL	chr19	14410001	14420000	NA	0	NA	NA	NA
CCPP	chr19	14410001	14420000	NA	0	NA	NA	NA
WWLL	chr19	14420001	14430000	NA	0	NA	NA	NA
PPLL	chr19	14420001	14430000	NA	0	NA	NA	NA
CCPP	chr19	14420001	14430000	NA	0	NA	NA	NA
WWLL	chr19	14430001	14440000	NA	0	NA	NA	NA
CCPP	chr19	14430001	14440000	NA	0	NA	NA	NA
PPLL	chr19	14430001	14440000	NA	0	NA	NA	NA
PPLL	chr19	14440001	14450000	NA	0	NA	NA	NA
WWLL	chr19	14440001	14450000	NA	0	NA	NA	NA
CCPP	chr19	14440001	14450000	NA	0	NA	NA	NA
PPLL	chr19	14450001	14460000	NA	0	NA	NA	NA
CCPP	chr19	14450001	14460000	NA	0	NA	NA	NA
WWLL	chr19	14450001	14460000	NA	0	NA	NA	NA
CCPP	chr19	14460001	14470000	NA	0	NA	NA	NA
PPLL	chr19	14460001	14470000	NA	0	NA	NA	NA
WWLL	chr19	14460001	14470000	NA	0	NA	NA	NA
WWLL	chr19	14470001	14480000	NA	0	NA	NA	NA
PPLL	chr19	14470001	14480000	NA	0	NA	NA	NA
CCPP	chr19	14470001	14480000	NA	0	NA	NA	NA
CCPP	chr19	14480001	14490000	NA	0	NA	NA	NA
PPLL	chr19	14480001	14490000	NA	0	NA	NA	NA
WWLL	chr19	14480001	14490000	NA	0	NA	NA	NA
CCPP	chr19	14490001	14500000	NA	0	NA	NA	NA
PPLL	chr19	14490001	14500000	NA	0	NA	NA	NA
WWLL	chr19	14490001	14500000	NA	0	NA	NA	NA
PPLL	chr19	14500001	14510000	NA	0	NA	NA	NA
WWLL	chr19	14500001	14510000	NA	0	NA	NA	NA
CCPP	chr19	14500001	14510000	NA	0	NA	NA	NA
WWLL	chr19	14510001	14520000	NA	0	NA	NA	NA
PPLL	chr19	14510001	14520000	NA	0	NA	NA	NA
CCPP	chr19	14510001	14520000	NA	0	NA	NA	NA
PPLL	chr19	14520001	14530000	NA	0	NA	NA	NA
CCPP	chr19	14520001	14530000	NA	0	NA	NA	NA
WWLL	chr19	14520001	14530000	NA	0	NA	NA	NA
PPLL	chr19	14530001	14540000	NA	0	NA	NA	NA
WWLL	chr19	14530001	14540000	NA	0	NA	NA	NA
CCPP	chr19	14530001	14540000	NA	0	NA	NA	NA
CCPP	chr19	14540001	14550000	NA	0	NA	NA	NA
PPLL	chr19	14540001	14550000	NA	0	NA	NA	NA
WWLL	chr19	14540001	14550000	NA	0	NA	NA	NA
CCPP	chr19	14550001	14560000	NA	0	NA	NA	NA
WWLL	chr19	14550001	14560000	NA	0	NA	NA	NA
PPLL	chr19	14550001	14560000	NA	0	NA	NA	NA
CCPP	chr19	14560001	14570000	NA	0	NA	NA	NA
WWLL	chr19	14560001	14570000	NA	0	NA	NA	NA
PPLL	chr19	14560001	14570000	NA	0	NA	NA	NA
WWLL	chr19	14570001	14580000	NA	0	NA	NA	NA
PPLL	chr19	14570001	14580000	NA	0	NA	NA	NA
CCPP	chr19	14570001	14580000	NA	0	NA	NA	NA
WWLL	chr19	14580001	14590000	NA	0	NA	NA	NA
PPLL	chr19	14580001	14590000	NA	0	NA	NA	NA
CCPP	chr19	14580001	14590000	NA	0	NA	NA	NA
WWLL	chr19	14590001	14600000	NA	0	NA	NA	NA
CCPP	chr19	14590001	14600000	NA	0	NA	NA	NA
PPLL	chr19	14590001	14600000	NA	0	NA	NA	NA
CCPP	chr19	14600001	14610000	NA	0	NA	NA	NA
PPLL	chr19	14600001	14610000	NA	0	NA	NA	NA
WWLL	chr19	14600001	14610000	NA	0	NA	NA	NA
CCPP	chr19	14610001	14620000	NA	0	NA	NA	NA
PPLL	chr19	14610001	14620000	NA	0	NA	NA	NA
WWLL	chr19	14610001	14620000	NA	0	NA	NA	NA
PPLL	chr19	14620001	14630000	NA	0	NA	NA	NA
WWLL	chr19	14620001	14630000	NA	0	NA	NA	NA
CCPP	chr19	14620001	14630000	NA	0	NA	NA	NA
CCPP	chr19	14630001	14640000	NA	0	NA	NA	NA
PPLL	chr19	14630001	14640000	NA	0	NA	NA	NA
WWLL	chr19	14630001	14640000	NA	0	NA	NA	NA
CCPP	chr19	14640001	14650000	NA	0	NA	NA	NA
PPLL	chr19	14640001	14650000	NA	0	NA	NA	NA
WWLL	chr19	14640001	14650000	NA	0	NA	NA	NA
CCPP	chr19	14650001	14660000	NA	0	NA	NA	NA
PPLL	chr19	14650001	14660000	NA	0	NA	NA	NA
WWLL	chr19	14650001	14660000	NA	0	NA	NA	NA
PPLL	chr19	14660001	14670000	NA	0	NA	NA	NA
CCPP	chr19	14660001	14670000	NA	0	NA	NA	NA
WWLL	chr19	14660001	14670000	NA	0	NA	NA	NA
WWLL	chr19	14670001	14680000	NA	0	NA	NA	NA
CCPP	chr19	14670001	14680000	NA	0	NA	NA	NA
PPLL	chr19	14670001	14680000	NA	0	NA	NA	NA
CCPP	chr19	14680001	14690000	NA	0	NA	NA	NA
PPLL	chr19	14680001	14690000	NA	0	NA	NA	NA
WWLL	chr19	14680001	14690000	NA	0	NA	NA	NA
WWLL	chr19	14690001	14700000	NA	0	NA	NA	NA
CCPP	chr19	14690001	14700000	NA	0	NA	NA	NA
PPLL	chr19	14690001	14700000	NA	0	NA	NA	NA
WWLL	chr19	14700001	14710000	NA	0	NA	NA	NA
PPLL	chr19	14700001	14710000	NA	0	NA	NA	NA
CCPP	chr19	14700001	14710000	NA	0	NA	NA	NA
PPLL	chr19	14710001	14720000	NA	0	NA	NA	NA
CCPP	chr19	14710001	14720000	NA	0	NA	NA	NA
WWLL	chr19	14710001	14720000	NA	0	NA	NA	NA
CCPP	chr19	14720001	14730000	NA	0	NA	NA	NA
PPLL	chr19	14720001	14730000	NA	0	NA	NA	NA
WWLL	chr19	14720001	14730000	NA	0	NA	NA	NA
CCPP	chr19	14730001	14740000	NA	0	NA	NA	NA
PPLL	chr19	14730001	14740000	NA	0	NA	NA	NA
WWLL	chr19	14730001	14740000	NA	0	NA	NA	NA
CCPP	chr19	14740001	14750000	NA	0	NA	NA	NA
PPLL	chr19	14740001	14750000	NA	0	NA	NA	NA
WWLL	chr19	14740001	14750000	NA	0	NA	NA	NA
PPLL	chr19	14750001	14760000	NA	0	NA	NA	NA
CCPP	chr19	14750001	14760000	NA	0	NA	NA	NA
WWLL	chr19	14750001	14760000	NA	0	NA	NA	NA
CCPP	chr19	14760001	14770000	NA	0	NA	NA	NA
WWLL	chr19	14760001	14770000	NA	0	NA	NA	NA
PPLL	chr19	14760001	14770000	NA	0	NA	NA	NA
CCPP	chr19	14770001	14780000	NA	0	NA	NA	NA
PPLL	chr19	14770001	14780000	NA	0	NA	NA	NA
WWLL	chr19	14770001	14780000	NA	0	NA	NA	NA
CCPP	chr19	14780001	14790000	NA	0	NA	NA	NA
PPLL	chr19	14780001	14790000	NA	0	NA	NA	NA
WWLL	chr19	14780001	14790000	NA	0	NA	NA	NA
CCPP	chr19	14790001	14800000	NA	0	NA	NA	NA
PPLL	chr19	14790001	14800000	NA	0	NA	NA	NA
WWLL	chr19	14790001	14800000	NA	0	NA	NA	NA
PPLL	chr19	14800001	14810000	NA	0	NA	NA	NA
CCPP	chr19	14800001	14810000	NA	0	NA	NA	NA
WWLL	chr19	14800001	14810000	NA	0	NA	NA	NA
WWLL	chr19	14810001	14820000	NA	0	NA	NA	NA
PPLL	chr19	14810001	14820000	NA	0	NA	NA	NA
CCPP	chr19	14810001	14820000	NA	0	NA	NA	NA
PPLL	chr19	14820001	14830000	NA	0	NA	NA	NA
WWLL	chr19	14820001	14830000	NA	0	NA	NA	NA
CCPP	chr19	14820001	14830000	NA	0	NA	NA	NA
CCPP	chr19	14830001	14840000	NA	0	NA	NA	NA
PPLL	chr19	14830001	14840000	NA	0	NA	NA	NA
WWLL	chr19	14830001	14840000	NA	0	NA	NA	NA
CCPP	chr19	14840001	14850000	NA	0	NA	NA	NA
WWLL	chr19	14840001	14850000	NA	0	NA	NA	NA
PPLL	chr19	14840001	14850000	NA	0	NA	NA	NA
WWLL	chr19	14850001	14860000	NA	0	NA	NA	NA
PPLL	chr19	14850001	14860000	NA	0	NA	NA	NA
CCPP	chr19	14850001	14860000	NA	0	NA	NA	NA
WWLL	chr19	14860001	14870000	NA	0	NA	NA	NA
PPLL	chr19	14860001	14870000	NA	0	NA	NA	NA
CCPP	chr19	14860001	14870000	NA	0	NA	NA	NA
WWLL	chr19	14870001	14880000	NA	0	NA	NA	NA
PPLL	chr19	14870001	14880000	NA	0	NA	NA	NA
CCPP	chr19	14870001	14880000	NA	0	NA	NA	NA
WWLL	chr19	14880001	14890000	NA	0	NA	NA	NA
CCPP	chr19	14880001	14890000	NA	0	NA	NA	NA
PPLL	chr19	14880001	14890000	NA	0	NA	NA	NA
CCPP	chr19	14890001	14900000	NA	0	NA	NA	NA
PPLL	chr19	14890001	14900000	NA	0	NA	NA	NA
WWLL	chr19	14890001	14900000	NA	0	NA	NA	NA
PPLL	chr19	14900001	14910000	NA	0	NA	NA	NA
WWLL	chr19	14900001	14910000	NA	0	NA	NA	NA
CCPP	chr19	14900001	14910000	NA	0	NA	NA	NA
PPLL	chr19	14910001	14920000	NA	0	NA	NA	NA
CCPP	chr19	14910001	14920000	NA	0	NA	NA	NA
WWLL	chr19	14910001	14920000	NA	0	NA	NA	NA
CCPP	chr19	14920001	14930000	NA	0	NA	NA	NA
PPLL	chr19	14920001	14930000	NA	0	NA	NA	NA
WWLL	chr19	14920001	14930000	NA	0	NA	NA	NA
CCPP	chr19	14930001	14940000	NA	0	NA	NA	NA
PPLL	chr19	14930001	14940000	NA	0	NA	NA	NA
WWLL	chr19	14930001	14940000	NA	0	NA	NA	NA
CCPP	chr19	14940001	14950000	NA	0	NA	NA	NA
PPLL	chr19	14940001	14950000	NA	0	NA	NA	NA
WWLL	chr19	14940001	14950000	NA	0	NA	NA	NA
WWLL	chr19	14950001	14960000	NA	0	NA	NA	NA
PPLL	chr19	14950001	14960000	NA	0	NA	NA	NA
CCPP	chr19	14950001	14960000	NA	0	NA	NA	NA
CCPP	chr19	14960001	14970000	NA	0	NA	NA	NA
PPLL	chr19	14960001	14970000	NA	0	NA	NA	NA
WWLL	chr19	14960001	14970000	NA	0	NA	NA	NA
CCPP	chr19	14970001	14980000	NA	0	NA	NA	NA
PPLL	chr19	14970001	14980000	NA	0	NA	NA	NA
WWLL	chr19	14970001	14980000	NA	0	NA	NA	NA
CCPP	chr19	14980001	14990000	NA	0	NA	NA	NA
PPLL	chr19	14980001	14990000	NA	0	NA	NA	NA
WWLL	chr19	14980001	14990000	NA	0	NA	NA	NA
WWLL	chr19	14990001	15000000	NA	0	NA	NA	NA
CCPP	chr19	14990001	15000000	NA	0	NA	NA	NA
PPLL	chr19	14990001	15000000	NA	0	NA	NA	NA
WWLL	chr19	15000001	15010000	NA	0	NA	NA	NA
CCPP	chr19	15000001	15010000	NA	0	NA	NA	NA
PPLL	chr19	15000001	15010000	NA	0	NA	NA	NA
CCPP	chr19	15010001	15020000	NA	0	NA	NA	NA
PPLL	chr19	15010001	15020000	NA	0	NA	NA	NA
WWLL	chr19	15010001	15020000	NA	0	NA	NA	NA
CCPP	chr19	15020001	15030000	NA	0	NA	NA	NA
PPLL	chr19	15020001	15030000	NA	0	NA	NA	NA
WWLL	chr19	15020001	15030000	NA	0	NA	NA	NA
PPLL	chr19	15030001	15040000	NA	0	NA	NA	NA
WWLL	chr19	15030001	15040000	NA	0	NA	NA	NA
CCPP	chr19	15030001	15040000	NA	0	NA	NA	NA
CCPP	chr19	15040001	15050000	NA	0	NA	NA	NA
PPLL	chr19	15040001	15050000	NA	0	NA	NA	NA
WWLL	chr19	15040001	15050000	NA	0	NA	NA	NA
CCPP	chr19	15050001	15060000	NA	0	NA	NA	NA
PPLL	chr19	15050001	15060000	NA	0	NA	NA	NA
WWLL	chr19	15050001	15060000	NA	0	NA	NA	NA
WWLL	chr19	15060001	15070000	NA	0	NA	NA	NA
CCPP	chr19	15060001	15070000	NA	0	NA	NA	NA
PPLL	chr19	15060001	15070000	NA	0	NA	NA	NA
WWLL	chr19	15070001	15080000	NA	0	NA	NA	NA
PPLL	chr19	15070001	15080000	NA	0	NA	NA	NA
CCPP	chr19	15070001	15080000	NA	0	NA	NA	NA
CCPP	chr19	15080001	15090000	NA	0	NA	NA	NA
PPLL	chr19	15080001	15090000	NA	0	NA	NA	NA
WWLL	chr19	15080001	15090000	NA	0	NA	NA	NA
CCPP	chr19	15090001	15100000	NA	0	NA	NA	NA
PPLL	chr19	15090001	15100000	NA	0	NA	NA	NA
WWLL	chr19	15090001	15100000	NA	0	NA	NA	NA
