gene_id	chr	start	stop	gene
ENSMUSG00000040061	2	118707517	118728438	Plcb2
ENSMUSG00000074918	2	118745758	118748810	Inafm2
ENSMUSG00000045838	2	118754158	118762661	Ccdc9b
ENSMUSG00000046804	2	118772769	118778165	Phgr1
ENSMUSG00000040035	2	118779719	118811293	Disp2
ENSMUSG00000027331	2	118814003	118853957	Knstrn
ENSMUSG00000086421	2	118829874	118834122	Gm14091
ENSMUSG00000027332	2	118861954	118882909	Ivd
ENSMUSG00000040007	2	118900377	118924528	Bahd1
ENSMUSG00000074916	2	118926496	118928585	Chst14
ENSMUSG00000084802	2	118997068	119000684	Gm14089
ENSMUSG00000081413	2	119008209	119008477	Uqcrh-ps2
ENSMUSG00000039983	2	119017779	119029393	Ccdc32
ENSMUSG00000027324	2	119034790	119039769	Rpusd2
ENSMUSG00000027326	2	119047119	119105501	Knl1
ENSMUSG00000027323	2	119112793	119147445	Rad51
ENSMUSG00000070730	2	119137001	119157034	Rmdn3
ENSMUSG00000046814	2	119167773	119172390	Gchfr
ENSMUSG00000034278	2	119172500	119208795	Dnajc17
ENSMUSG00000055926	2	119174509	119177575	Gm14137
ENSMUSG00000081572	2	119187517	119188261	Gm14138
ENSMUSG00000068580	2	119208617	119217049	Zfyve19
ENSMUSG00000027317	2	119218119	119229906	Ppp1r14d
ENSMUSG00000027315	2	119237362	119249527	Spint1
ENSMUSG00000034226	2	119269201	119271272	Rhov
ENSMUSG00000084015	2	119284792	119285032	Gm14175
ENSMUSG00000034216	2	119288740	119298453	Vps18
ENSMUSG00000074912	2	119321187	119326194	Gm14207
ENSMUSG00000027314	2	119325784	119335962	Dll4
ENSMUSG00000027313	2	119351229	119354381	Chac1
ENSMUSG00000034154	2	119373042	119477687	Ino80
ENSMUSG00000082369	2	119508552	119509229	Gm14208
ENSMUSG00000048647	2	119516505	119547627	Exd1
ENSMUSG00000014077	2	119547697	119587027	Chp1
ENSMUSG00000085438	2	119594297	119607502	1700020I14Rik
ENSMUSG00000072980	2	119609512	119618469	Oip5
ENSMUSG00000027306	2	119618298	119651244	Nusap1
ENSMUSG00000064906	2	119631118	119631236	n-R5s204
ENSMUSG00000027305	2	119655446	119662827	Ndufaf1
ENSMUSG00000082029	2	119665626	119666036	H3f3c
ENSMUSG00000081416	2	119669159	119669544	Gm14383
ENSMUSG00000027304	2	119675068	119735407	Rtf1
ENSMUSG00000064722	2	119740828	119740956	Gm25857
ENSMUSG00000027296	2	119742337	119751263	Itpka
ENSMUSG00000027297	2	119751320	119760431	Ltk
ENSMUSG00000034032	2	119763304	119787537	Rpap1
ENSMUSG00000065164	2	119793942	119794043	Gm23814
ENSMUSG00000027298	2	119797733	119818104	Tyro3
ENSMUSG00000081056	2	119878069	119878403	Gm13998
ENSMUSG00000033943	2	119897228	119969581	Mga
ENSMUSG00000033902	2	119972699	120027408	Mapkbp1
ENSMUSG00000098632	2	120017517	120017579	Mir7665
ENSMUSG00000087458	2	120024807	120027453	Gm13999
ENSMUSG00000098789	2	120027483	120032594	Jmjd7
ENSMUSG00000033852	2	120027493	120043033	Gm28042
ENSMUSG00000098488	2	120033417	120043030	Pla2g4b
ENSMUSG00000074899	2	120041493	120085693	Sptbn5
ENSMUSG00000027293	2	120089175	120154606	Ehd4
ENSMUSG00000050211	2	120166412	120245335	Pla2g4e
ENSMUSG00000087555	2	120244921	120245598	Gm13997
ENSMUSG00000070719	2	120265595	120289197	Pla2g4d
ENSMUSG00000046971	2	120299957	120314165	Pla2g4f
ENSMUSG00000027291	2	120316461	120353137	Vps39
ENSMUSG00000033808	2	120355312	120404113	Tmem87a
ENSMUSG00000062646	2	120403896	120461700	Ganc
ENSMUSG00000079110	2	120456019	120504913	Capn3
ENSMUSG00000027288	2	120506820	120563843	Zfp106
ENSMUSG00000097799	2	120532904	120539846	Gm26899
ENSMUSG00000027287	2	120567671	120601255	Snap23
ENSMUSG00000027286	2	120604238	120609520	Lrrc57
ENSMUSG00000027285	2	120609383	120621560	Haus2
ENSMUSG00000033705	2	120629121	120731895	Stard9
ENSMUSG00000065083	2	120640711	120640835	n-R5s205
ENSMUSG00000027284	2	120716154	120850128	Cdan1
ENSMUSG00000090100	2	120732816	120850604	Ttbk2
ENSMUSG00000087519	2	120850705	120866689	AV039307
ENSMUSG00000027272	2	120860269	120970715	Ubr1
ENSMUSG00000054484	2	120977017	121007852	Tmem62
ENSMUSG00000105465	2	120977651	120977727	Gm44325
ENSMUSG00000065883	2	121004089	121004302	Gm22865
ENSMUSG00000023572	2	121008403	121016904	Ccndbp1
ENSMUSG00000023216	2	121017891	121037072	Epb42
ENSMUSG00000053675	2	121046111	121085841	Tgm5
ENSMUSG00000081313	2	121049799	121050566	Gm14213
ENSMUSG00000079103	2	121093565	121109795	Tgm7
ENSMUSG00000074890	2	121128307	121140653	Lcmt2
ENSMUSG00000089009	2	121135191	121135296	Gm23858
ENSMUSG00000027259	2	121140428	121156680	Adal
ENSMUSG00000050619	2	121158273	121171125	Zscan29
ENSMUSG00000027263	2	121170654	121198770	Tubgcp4
ENSMUSG00000043909	2	121193281	121271407	Trp53bp1
ENSMUSG00000027254	2	121289600	121310832	Map1a
ENSMUSG00000087704	2	121293703	121296008	Gm14978
ENSMUSG00000033526	2	121310561	121355396	Ppip5k1
ENSMUSG00000000308	2	121357714	121363737	Ckmt1
ENSMUSG00000033498	2	121363728	121387168	Strc
ENSMUSG00000033486	2	121392631	121413792	Catsper2
ENSMUSG00000082651	2	121401145	121401391	Gm14001
ENSMUSG00000084140	2	121405241	121405473	Gm14000
ENSMUSG00000027248	2	121413775	121438687	Pdia3
ENSMUSG00000027246	2	121439010	121444278	Ell3
ENSMUSG00000046110	2	121439059	121456781	Serinc4
ENSMUSG00000074884	2	121449195	121458313	Serf2
ENSMUSG00000080374	2	121450670	121450770	Gm22953
ENSMUSG00000027245	2	121453290	121458672	Hypk
ENSMUSG00000048222	2	121460235	121474067	Mfap1b
ENSMUSG00000081967	2	121481129	121481514	Gm14017
ENSMUSG00000084407	2	121485432	121491512	Gm14018
ENSMUSG00000068479	2	121491911	121506665	Mfap1a
ENSMUSG00000027242	2	121506723	121544860	Wdr76
ENSMUSG00000027238	2	121545529	121807087	Frmd5
ENSMUSG00000081264	2	121700765	121701725	Gm14021
ENSMUSG00000084244	2	121718530	121719191	Gm14020
ENSMUSG00000086913	2	121865781	121866717	Gm14019
ENSMUSG00000060227	2	121866970	121936220	Casc4
ENSMUSG00000087767	2	121891571	121891684	Gm23983
ENSMUSG00000074881	2	121953752	121956092	Mageb3
ENSMUSG00000033411	2	121956001	122013642	Ctdspl2
ENSMUSG00000027236	2	122028546	122056598	Eif3j1
ENSMUSG00000104603	2	122028642	122028709	Gm47314
ENSMUSG00000033396	2	122053520	122118386	Spg11
ENSMUSG00000027233	2	122120108	122186189	Patl2
ENSMUSG00000060802	2	122147686	122153083	B2m
ENSMUSG00000033368	2	122160700	122179027	Trim69
ENSMUSG00000027229	2	122186272	122206397	Terb2
ENSMUSG00000082670	2	122207920	122208265	Gm14050
ENSMUSG00000079966	2	122214620	122215354	Gm14058
ENSMUSG00000070692	2	122219993	122220391	Rps12-ps10
ENSMUSG00000027227	2	122234749	122265340	Sord
ENSMUSG00000068452	2	122279247	122298449	Duox2
ENSMUSG00000027225	2	122298900	122302885	Duoxa2
ENSMUSG00000027224	2	122302191	122313730	Duoxa1
ENSMUSG00000033268	2	122315672	122347972	Duox1
ENSMUSG00000033256	2	122348892	122369162	Shf
ENSMUSG00000088506	2	122385489	122385640	Gm24409
ENSMUSG00000027219	2	122426477	122461137	Slc28a2
ENSMUSG00000083645	2	122427194	122427469	Gm14086
ENSMUSG00000081219	2	122466935	122467526	Bambi-ps1
ENSMUSG00000079071	2	122484941	122528040	Gm14085
ENSMUSG00000027199	2	122594467	122611303	Gatm
ENSMUSG00000074876	2	122630625	122632930	Spata5l1
ENSMUSG00000033213	2	122636986	122641191	AA467197
ENSMUSG00000076309	2	122640803	122640881	Mir147
ENSMUSG00000005802	2	122681233	122702663	Slc30a4
ENSMUSG00000087017	2	122702047	122721456	4930417H01Rik
ENSMUSG00000085633	2	122733290	122738362	Bloc1s6os
ENSMUSG00000005804	2	122738503	122749475	Bloc1s6
ENSMUSG00000005803	2	122765237	122809569	Sqor
ENSMUSG00000084372	2	123273924	123274211	Gm13988
ENSMUSG00000027200	2	124089969	124667770	Sema6d
ENSMUSG00000085496	2	124123636	124129956	4930517E11Rik
ENSMUSG00000086954	2	124217679	124222331	4930583P06Rik
ENSMUSG00000087450	2	124708655	124711083	Gm13994
ENSMUSG00000035183	2	125068124	125088677	Slc24a5
ENSMUSG00000027201	2	125084628	125123661	Myef2
ENSMUSG00000065851	2	125105009	125105115	Gm22352
ENSMUSG00000087056	2	125124356	125134327	Gm14004
ENSMUSG00000074872	2	125136692	125147839	Ctxn2
ENSMUSG00000027202	2	125152505	125230002	Slc12a1
ENSMUSG00000086416	2	125207529	125217512	Gm14002
ENSMUSG00000027203	2	125247190	125258608	Dut
ENSMUSG00000085797	2	125274564	125277172	A530010F05Rik
ENSMUSG00000087682	2	125282688	125283978	Gm14003
ENSMUSG00000027204	2	125300594	125507993	Fbn1
ENSMUSG00000053615	2	125505089	125507881	Gm9913
ENSMUSG00000068394	2	125563088	125625113	Cep152
ENSMUSG00000035109	2	125627447	125724148	Shc4
ENSMUSG00000091337	2	125673095	125674785	Eid1
ENSMUSG00000035093	2	125736986	125782870	Secisbp2l
ENSMUSG00000027206	2	125830304	125859139	Cops2
ENSMUSG00000027207	2	125859109	125984299	Galk2
ENSMUSG00000027209	2	125983483	126152004	Fam227b
ENSMUSG00000027208	2	126034658	126091185	Fgf7
ENSMUSG00000065084	2	126109908	126110014	Gm26496
ENSMUSG00000023330	2	126152141	126165279	Dtwd1
ENSMUSG00000090353	2	126215100	126216212	Gm17555
ENSMUSG00000089480	2	126269072	126269363	Gm24739
ENSMUSG00000060131	2	126320973	126500674	Atp8b4
ENSMUSG00000097458	2	126521202	126553662	Gm26697
ENSMUSG00000027359	2	126552407	126588243	Slc27a2
ENSMUSG00000027360	2	126593667	126619299	Hdc
ENSMUSG00000027361	2	126627442	126676337	Gabpb1
ENSMUSG00000088200	2	126634539	126634687	Gm23753
ENSMUSG00000098024	2	126675916	126683805	Gm27003
ENSMUSG00000027363	2	126707328	126759297	Usp8
ENSMUSG00000027364	2	126709096	126783470	Usp50
ENSMUSG00000074846	2	126709354	126709557	Gm10774
ENSMUSG00000027365	2	126791565	126876230	Trpm7
ENSMUSG00000081894	2	126864503	126865328	Gm14212
ENSMUSG00000027366	2	126890391	126933235	Sppl2a
ENSMUSG00000098896	2	126902250	126902385	Mir3473g
ENSMUSG00000001998	2	127008717	127067909	Ap4e1
ENSMUSG00000092918	2	127040561	127040685	Gm24081
ENSMUSG00000001999	2	127070665	127097084	Blvra
ENSMUSG00000034906	2	127103809	127133954	Ncaph
ENSMUSG00000074825	2	127138772	127143442	Itpripl1
ENSMUSG00000044145	2	127186355	127208280	1810024B03Rik
ENSMUSG00000003660	2	127208386	127240451	Snrnp200
ENSMUSG00000003662	2	127240938	127247816	Ciao1
ENSMUSG00000034850	2	127247908	127261107	Tmem127
ENSMUSG00000103957	2	127269449	127270054	Gm10766
ENSMUSG00000027367	2	127270218	127298932	Stard7
ENSMUSG00000027368	2	127336159	127338376	Dusp2
ENSMUSG00000050468	2	127338639	127357651	Astl
ENSMUSG00000058620	2	127363208	127367221	Adra2b
ENSMUSG00000046338	2	127425199	127436092	Gpat2
ENSMUSG00000027371	2	127436215	127444565	Fahd2a
ENSMUSG00000079056	2	127456498	127522094	Kcnip3
ENSMUSG00000084628	2	127473017	127473308	Gm22613
ENSMUSG00000027376	2	127526473	127541467	Prom2
ENSMUSG00000083648	2	127568577	127569426	Gm14229
ENSMUSG00000034800	2	127574662	127587094	Zfp661
ENSMUSG00000027374	2	127587222	127606829	Mrps5
ENSMUSG00000027375	2	127633226	127656695	Mal
ENSMUSG00000089264	2	127677670	127677727	Gm22889
ENSMUSG00000084006	2	127688405	127690247	Gm14245
ENSMUSG00000087162	2	127691899	127700488	Gm14244
ENSMUSG00000027377	2	127704386	127729932	Mall
ENSMUSG00000027378	2	127740732	127788897	Nphp1
ENSMUSG00000051319	2	127791388	127792488	Mtln
ENSMUSG00000027379	2	127801122	127831865	Bub1
ENSMUSG00000027380	2	127838876	128123873	Acoxl
ENSMUSG00000093203	2	127891988	127892113	Gm22411
ENSMUSG00000088175	2	128089924	128090060	Gm23101
ENSMUSG00000027381	2	128126038	128162547	Bcl2l11
ENSMUSG00000074813	2	128178319	128502765	Gm14005
ENSMUSG00000085750	2	128189987	128204634	Gm14009
ENSMUSG00000086879	2	128237693	128239643	Gm14012
ENSMUSG00000079053	2	128423654	128424565	Gm14010
ENSMUSG00000114963	2	128433723	128460051	Gm29010
ENSMUSG00000082671	2	128557254	128558234	Gm14006
ENSMUSG00000082350	2	128587895	128588168	Gm14008
ENSMUSG00000074812	2	128591209	128598464	Spdye4c
ENSMUSG00000109931	2	128601765	128609630	Gm39929
ENSMUSG00000080789	2	128606985	128607194	Gm14007
ENSMUSG00000014355	2	128610104	128687391	Anapc1
ENSMUSG00000014361	2	128698956	128802894	Mertk
ENSMUSG00000085036	2	128751271	128753705	Gm14011
ENSMUSG00000087785	2	128780376	128780499	Gm23172
ENSMUSG00000014353	2	128818118	128854261	Tmem87b
ENSMUSG00000027386	2	128862981	128897034	Fbln7
ENSMUSG00000092719	2	128925571	128925692	Gm22859
ENSMUSG00000027387	2	128926268	128944077	Zc3h8
ENSMUSG00000082339	2	128952972	128953450	Gm14028
ENSMUSG00000087267	2	128955671	128957861	4933427J07Rik
ENSMUSG00000074807	2	128966593	128967725	Gm10762
ENSMUSG00000042851	2	128967402	129018563	Zc3h6
ENSMUSG00000090248	2	129016952	129021756	Gm14027
ENSMUSG00000079051	2	129025073	129048172	Vinac1
ENSMUSG00000087151	2	129060946	129065686	Gm14022
ENSMUSG00000027394	2	129065942	129096283	Ttl
ENSMUSG00000027395	2	129100995	129126594	Polr1b
ENSMUSG00000037938	2	129129700	129134134	Chchd5
ENSMUSG00000084826	2	129158666	129180667	AI847159
ENSMUSG00000082274	2	129168700	129170488	Gm14026
ENSMUSG00000086652	2	129182482	129183947	Gm14029
ENSMUSG00000103532	2	129196086	129197126	Gm4430
ENSMUSG00000103009	2	129197252	129199194	Gm4430
ENSMUSG00000027397	2	129198764	129211616	Slc20a1
ENSMUSG00000087528	2	129205958	129230579	9830144P21Rik
ENSMUSG00000056738	2	129218969	129235604	A730036I17Rik
ENSMUSG00000085485	2	129246376	129268526	Gm14024
ENSMUSG00000048327	2	129268210	129297212	Ckap2l
ENSMUSG00000085498	2	129297370	129307826	Gm14023
ENSMUSG00000027399	2	129299610	129309972	Il1a
ENSMUSG00000065057	2	129315329	129315479	Gm25703
ENSMUSG00000082097	2	129362759	129362859	Gm14039
ENSMUSG00000027398	2	129364570	129371139	Il1b
ENSMUSG00000074805	2	129369897	129375748	Il1bos
ENSMUSG00000081888	2	129378271	129379396	Spcs2-ps
ENSMUSG00000043727	2	129458359	129536602	F830045P16Rik
ENSMUSG00000086637	2	129493570	129515807	Gm14040
ENSMUSG00000087015	2	129565047	129566068	Gm14041
ENSMUSG00000037902	2	129592835	129632228	Sirpa
ENSMUSG00000027400	2	129686565	129699844	Pdyn
ENSMUSG00000084328	2	129749901	129750409	Gm14046
ENSMUSG00000037885	2	129800517	129832287	Stk35
ENSMUSG00000100255	2	129948568	129949207	Gm28196
ENSMUSG00000027401	2	130012349	130050399	Tgm3
ENSMUSG00000098347	2	130016292	130016408	Mir6339
ENSMUSG00000089152	2	130071724	130071810	Gm22424
ENSMUSG00000077348	2	130086041	130086169	Gm24665
ENSMUSG00000074804	2	130100524	130101843	AU015228
ENSMUSG00000027403	2	130112416	130154232	Tgm6
ENSMUSG00000027404	2	130171414	130179403	Snrpb
ENSMUSG00000060332	2	130195194	130264445	Tmc2
ENSMUSG00000027405	2	130274430	130279313	Nop56
ENSMUSG00000080610	2	130275506	130275573	Snord110
ENSMUSG00000065287	2	130276237	130276369	Gm24451
ENSMUSG00000093645	2	130277195	130277280	Gm23187
ENSMUSG00000065289	2	130277697	130277766	Gm23650
ENSMUSG00000065272	2	130278016	130278087	Snord57
ENSMUSG00000027406	2	130279309	130284547	Idh3b
ENSMUSG00000053552	2	130295169	130370481	Ebf4
ENSMUSG00000083483	2	130384883	130385329	Gm14044
ENSMUSG00000027408	2	130390775	130397574	Cpxm1
ENSMUSG00000082985	2	130400437	130401269	Gm14042
ENSMUSG00000100963	2	130405239	130408256	Gm28372
ENSMUSG00000027409	2	130405259	130406074	1700020A23Rik
ENSMUSG00000049692	2	130406478	130407902	Tmem239
ENSMUSG00000037773	2	130417247	130424701	Pced1a
ENSMUSG00000027411	2	130424339	130444269	Vps16
ENSMUSG00000027303	2	130450278	130556124	Ptpra
ENSMUSG00000115955	2	130523995	130527284	9530056E24Rik
ENSMUSG00000077004	2	130531678	130531744	Gm23876
ENSMUSG00000060029	2	130543791	130563749	4930473A02Rik
ENSMUSG00000037740	2	130563742	130568695	Mrps26
ENSMUSG00000027301	2	130576173	130577054	Oxt
ENSMUSG00000037727	2	130580620	130582554	Avp
ENSMUSG00000027300	2	130590002	130630038	Ubox5
ENSMUSG00000079043	2	130613840	130630027	Fastkd5
ENSMUSG00000037703	2	130632839	130642803	Lzts3
ENSMUSG00000068290	2	130653960	130664659	Ddrgk1
ENSMUSG00000074797	2	130667610	130681614	Itpa
ENSMUSG00000074796	2	130684113	130697519	Slc4a11
ENSMUSG00000084694	2	130705328	130705696	Gm24893
ENSMUSG00000027309	2	130706200	130906406	4930402H24Rik
ENSMUSG00000089662	2	130803501	130803982	Gm14057
ENSMUSG00000085566	2	130873059	130906396	A730017L22Rik
ENSMUSG00000080989	2	130880866	130882133	Gm14048
ENSMUSG00000027312	2	130906495	131030333	Atrn
ENSMUSG00000083953	2	130987984	130988619	Gm14049
ENSMUSG00000027316	2	131039632	131043088	Gfra4
ENSMUSG00000098686	2	131040319	131040398	Mir6973b
ENSMUSG00000027318	2	131050591	131063814	Adam33
ENSMUSG00000027322	2	131069220	131086765	Siglec1
ENSMUSG00000074793	2	131127280	131146321	Hspa12b
ENSMUSG00000079039	2	131133497	131134215	Gm11037
ENSMUSG00000027327	2	131146324	131160081	1700037H04Rik
ENSMUSG00000087405	2	131159537	131171342	Gm14232
ENSMUSG00000027329	2	131170261	131187282	Spef1
ENSMUSG00000068267	2	131175182	131180067	Cenpb
ENSMUSG00000027330	2	131186949	131198497	Cdc25b
ENSMUSG00000068264	2	131207078	131213514	Ap5s1
ENSMUSG00000037523	2	131234063	131248025	Mavs
ENSMUSG00000037514	2	131262495	131299188	Pank2
ENSMUSG00000065563	2	131288052	131288137	Mir103-2
ENSMUSG00000048911	2	131298064	131352892	Rnf24
ENSMUSG00000086329	2	131298545	131299835	Gm14233
ENSMUSG00000082044	2	131322088	131322366	Snrpert
ENSMUSG00000089113	2	131413661	131413962	Gm22902
ENSMUSG00000081652	2	131414921	131415245	Gm14283
ENSMUSG00000083671	2	131454128	131454640	Gm14304
ENSMUSG00000027333	2	131491496	131525922	Smox
ENSMUSG00000027335	2	131545850	131562283	Adra1d
ENSMUSG00000087524	2	131561614	131563179	Gm14285
ENSMUSG00000086831	2	131652897	131721838	Gm14280
ENSMUSG00000086822	2	131820006	131847683	5330413P13Rik
ENSMUSG00000081422	2	131845356	131845595	Gm14282
ENSMUSG00000083469	2	131846395	131847688	Gm14281
ENSMUSG00000037482	2	131853678	131859747	Erv3
ENSMUSG00000081229	2	131904086	131904959	Lamr1-ps1
ENSMUSG00000079037	2	131909928	131938429	Prnp
ENSMUSG00000098754	2	131909957	131956130	Prn
ENSMUSG00000027338	2	131950861	131956130	Prnd
ENSMUSG00000027339	2	131989415	132030258	Rassf2
ENSMUSG00000027340	2	132052496	132145108	Slc23a2
ENSMUSG00000082990	2	132099869	132100899	Gm14052
ENSMUSG00000086756	2	132144533	132220250	Gm14051
ENSMUSG00000027341	2	132239492	132247807	Tmem230
ENSMUSG00000027342	2	132249162	132253314	Pcna
ENSMUSG00000087377	2	132253357	132261333	AV099323
ENSMUSG00000058793	2	132263148	132312050	Cds2
ENSMUSG00000050558	2	132337733	132385447	Prokr2
ENSMUSG00000027345	2	132424741	132452499	4921508D12Rik
ENSMUSG00000086250	2	132483212	132501148	Gm14095
ENSMUSG00000086379	2	132490634	132524057	1700026D11Rik
ENSMUSG00000027346	2	132529082	132587729	Gpcpd1
ENSMUSG00000074783	2	132598195	132653068	AU019990
ENSMUSG00000081445	2	132662242	132662696	Rpl23a-ps4
ENSMUSG00000084089	2	132673385	132673989	Gm14099
ENSMUSG00000081662	2	132678269	132679239	Gm14098
ENSMUSG00000044991	2	132686931	132751055	Shld1
ENSMUSG00000084839	2	132694432	132698523	Gm14097
ENSMUSG00000064413	2	132717106	132717208	Gm22245
ENSMUSG00000027350	2	132781278	132795079	Chgb
ENSMUSG00000037376	2	132804207	132816055	Trmt6
ENSMUSG00000027353	2	132816141	132844197	Mcm8
ENSMUSG00000086575	2	132845999	132847256	Gm14104
ENSMUSG00000027357	2	132846666	132866785	Crls1
ENSMUSG00000043110	2	132868305	132880891	Lrrn4
ENSMUSG00000027356	2	132904389	132945906	Fermt1
ENSMUSG00000086478	2	132958442	132959805	Gm14102
ENSMUSG00000084393	2	132980169	132981168	Gm14101
ENSMUSG00000065050	2	133008487	133008654	Gm25704
ENSMUSG00000082940	2	133047187	133047552	Gm14103
ENSMUSG00000083689	2	133199611	133200220	Gm14094
ENSMUSG00000098578	2	133330924	133330982	Gm27449
ENSMUSG00000086650	2	133432095	133453362	A430048G15Rik
ENSMUSG00000087585	2	133463118	133465784	Gm14100
ENSMUSG00000027358	2	133552159	133562885	Bmp2
ENSMUSG00000093338	2	133564708	133564794	Mir3090
ENSMUSG00000064983	2	133584315	133584421	Gm25258
ENSMUSG00000027261	2	134497361	134554368	Hao1
ENSMUSG00000034723	2	134594185	134644145	Tmx4
ENSMUSG00000081243	2	134730795	134731107	Gm14037
ENSMUSG00000083879	2	134762824	134763630	Gm14038
ENSMUSG00000051177	2	134786067	135475258	Plcb1
ENSMUSG00000082399	2	134803949	134804428	Gm14036
ENSMUSG00000085247	2	135169573	135215616	4930545L23Rik
ENSMUSG00000085631	2	135325447	135583584	9630028H03Rik
ENSMUSG00000084762	2	135648907	135652063	Platr3
ENSMUSG00000039943	2	135659011	136014593	Plcb4
ENSMUSG00000085908	2	135669453	135670425	Gm14209
ENSMUSG00000085709	2	135686174	135693154	Gm14211
ENSMUSG00000086928	2	135811945	135812927	Gm14210
ENSMUSG00000064444	2	136026151	136026251	Gm26227
ENSMUSG00000027270	2	136052239	136069917	Lamp5
ENSMUSG00000039913	2	136081104	136387967	Pak7
ENSMUSG00000085383	2	136137006	136140161	Gm14218
ENSMUSG00000082647	2	136399062	136399703	Gm14056
ENSMUSG00000081310	2	136402719	136403422	Gm14054
ENSMUSG00000074771	2	136501910	136562091	Ankef1
ENSMUSG00000103066	2	136679961	136680226	Gm36967
ENSMUSG00000027273	2	136713453	136782428	Snap25
ENSMUSG00000082849	2	136744146	136744615	Gm14053
ENSMUSG00000027274	2	136873780	136891389	Mkks
ENSMUSG00000115423	2	136881271	136891389	AL731706.1
ENSMUSG00000116563	2	136885500	136885679	AL731706.2
ENSMUSG00000027281	2	136891218	137071950	Slx4ip
ENSMUSG00000027276	2	137081456	137116644	Jag1
ENSMUSG00000099683	2	137198983	137199732	Gm28214
ENSMUSG00000085504	2	137288503	137329126	Gm14055
ENSMUSG00000085640	2	137663435	137829244	Gm14064
ENSMUSG00000086214	2	137870046	137876831	Gm14062
ENSMUSG00000062098	2	138256565	138589292	Btbd3
ENSMUSG00000085911	2	138589392	138649122	Gm14061
ENSMUSG00000088983	2	138819929	138820007	Mir1952
ENSMUSG00000081009	2	138872023	138872607	Gm14065
ENSMUSG00000082526	2	138916619	138916932	Gm14067
ENSMUSG00000082285	2	139175897	139176125	Gm14069
ENSMUSG00000085071	2	139256876	139677714	Gm14066
ENSMUSG00000081799	2	139383832	139384340	Gm14071
ENSMUSG00000039092	2	139493913	139637674	Sptlc3
ENSMUSG00000098486	2	139588227	139588330	Gm27385
ENSMUSG00000074766	2	139678178	139758581	Ism1
ENSMUSG00000039033	2	139833480	140066805	Tasp1
ENSMUSG00000084207	2	139863297	139863724	Gm14070
ENSMUSG00000080006	2	140073032	140073469	Rps19-ps7
ENSMUSG00000083110	2	140110022	140110402	Gm14073
ENSMUSG00000045624	2	140119883	140170564	Esf1
ENSMUSG00000078197	2	140152043	140153532	Gm17374
ENSMUSG00000027384	2	140170649	140203689	Ndufaf5
ENSMUSG00000074764	2	140229855	140389706	Sel1l2
ENSMUSG00000068205	2	140395309	142392966	Macrod2
ENSMUSG00000065769	2	140440541	140440647	Gm23846
ENSMUSG00000051379	2	140650914	140671469	Flrt3
ENSMUSG00000081731	2	140955765	140956249	Calr-ps
ENSMUSG00000083274	2	141127280	141128065	Zcchc9-ps
ENSMUSG00000074763	2	141229670	141235426	Macrod2os2
ENSMUSG00000086450	2	141230431	141286991	Macrod2os1
ENSMUSG00000065347	2	141640490	141640596	Gm25583
ENSMUSG00000082412	2	141838789	141839339	Fau-ps1
ENSMUSG00000089318	2	142381988	142382291	Gm23179
ENSMUSG00000081125	2	142570508	142570946	Rpl26-ps5
ENSMUSG00000083215	2	142576928	142577857	Rbmx2-ps
ENSMUSG00000038844	2	142617474	142901531	Kif16b
ENSMUSG00000088134	2	142786896	142787011	Gm22310
ENSMUSG00000086504	2	142902965	142903572	Kif16bos
ENSMUSG00000008333	2	143063039	143072853	Snrpb2
ENSMUSG00000027416	2	143078473	143081713	Otor
ENSMUSG00000082903	2	143129720	143130339	Gm14083
ENSMUSG00000083047	2	143150830	143151630	Gm14082
ENSMUSG00000083787	2	143349512	143349661	Gm11644
ENSMUSG00000080895	2	143506411	143507059	Gm11645
ENSMUSG00000086171	2	143535476	143547837	Pcsk2os1
ENSMUSG00000027419	2	143546156	143816285	Pcsk2
ENSMUSG00000087115	2	143747583	143795965	Pcsk2os2
ENSMUSG00000027420	2	143826528	143863173	Bfsp1
ENSMUSG00000082987	2	143855649	143856076	Rps13-ps6
ENSMUSG00000081293	2	143877949	143878279	Gm11673
ENSMUSG00000080711	2	143881177	143881509	Gm11686
ENSMUSG00000015932	2	143915320	143943324	Dstn
ENSMUSG00000027422	2	143947395	144011263	Rrbp1
ENSMUSG00000037307	2	144033059	144073979	Banf2
ENSMUSG00000086384	2	144059138	144068806	Banf2os
ENSMUSG00000074758	2	144098815	144207990	Gm5535
ENSMUSG00000082480	2	144142488	144143373	Gm11687
ENSMUSG00000085127	2	144243241	144244849	4930444E06Rik
ENSMUSG00000027423	2	144250123	144270906	Snx5
ENSMUSG00000082436	2	144261234	144261541	Gm11688
ENSMUSG00000065725	2	144261589	144261726	Gm26165
ENSMUSG00000077714	2	144265979	144266216	Snord17
ENSMUSG00000027424	2	144270663	144281227	Mgme1
ENSMUSG00000037279	2	144305175	144332146	Ovol2
ENSMUSG00000084837	2	144331459	144332639	1700108N11Rik
ENSMUSG00000081450	2	144355917	144356319	Gm11700
ENSMUSG00000082313	2	144364127	144365627	Gm11701
ENSMUSG00000027425	2	144368983	144407676	Kat14
ENSMUSG00000098387	2	144368996	144373721	Pet117
ENSMUSG00000083674	2	144459280	144500267	Zfp133-ps
ENSMUSG00000037259	2	144470557	144527414	Dzank1
ENSMUSG00000027427	2	144527718	144541995	Polr3f
ENSMUSG00000027428	2	144542265	144550869	Rbbp9
ENSMUSG00000027429	2	144556229	144590749	Sec23b
